플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_24,Column_25,Column_26-T,Column_27,Column_28
인천기지본부,2공장 공기압축설비,000000000034009546,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009547,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009548,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009549,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009550,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009551,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009552,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009553,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009556,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009557,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009558,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009560,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009561,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009562,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009563,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009564,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009565,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009566,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009567,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009568,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009569,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009570,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009571,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009572,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009573,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009574,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009575,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009576,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009577,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009578,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009579,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009580,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,70643,30,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009580,,,,15216,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009581,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009582,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009583,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009584,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009585,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009586,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009587,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009588,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009589,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009590,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009591,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009592,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009593,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009594,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009595,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009596,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009597,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009598,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009599,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000034009600,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 공기압축설비,000000000034009601,,,,86112,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000034009614,,,,84024,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000034009615,,,,84024,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000034009616,,,,84024,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1부두,000000000034009617,,,,84024,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 출하설비,000000000034009884,,,,80160,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 출하설비,000000000034009885,,,,80160,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 출하설비,000000000034009886,,,,80160,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 출하설비,000000000034009887,,,,80160,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 해수취수설비,000000000034010117,오동작/계기불량/작동불량,직접입력,부품/자재 교체,12562,310,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 해수취수설비,000000000034010117,정지(Trip)/기동불량/전원불량,부품/자재 불량,부품/자재 교체,52595,556,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 해수취수설비,000000000034010117,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,6140,401,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 해수취수설비,000000000034010117,오동작/계기불량/작동불량,직접입력,직접입력,5911,1039,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 해수취수설비,000000000034010117,,,,2952,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 수처리설비,000000000034010371,,,,75864,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,공통 수처리설비,000000000034010372,,,,75864,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 해수취수설비,000000000034010385,,,,26263,*,F,,,,,,,,,,,,,,,,,,,
통영기지본부,1공장 해수취수설비,000000000034010385,,,,48240,*,C,,,,,,,,,,,,,,,,,,,
통영기지본부,2공장 해수취수설비,000000000034010386,,,,74856,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010424,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010425,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010461,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010462,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010463,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010464,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010465,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010466,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010467,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010468,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,16206,178,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010468,오동작/계기불량/작동불량,노후/장기사용,청소/윤활/코팅 작업,12807,242,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010468,,,,53856,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010469,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010470,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010471,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010472,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010473,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010474,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010475,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010476,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010477,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 15탱크,000000000034010478,,,,83184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010486,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010487,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010491,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010506,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010507,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010508,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010509,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010510,이완/풀림/탈락,이완/밀봉/고정 불량,직접입력,14111,134,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010510,,,,69696,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010511,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010512,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010513,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010514,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010515,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010516,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010517,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010527,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010528,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010529,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010554,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 16탱크,000000000034010555,,,,83952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010610,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010611,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010612,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010613,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010614,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010615,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010616,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010617,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010618,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010619,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010620,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010621,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010622,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010623,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010624,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010625,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010626,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010627,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010630,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 17탱크,000000000034010631,,,,84216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010686,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010687,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010688,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010689,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010690,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010691,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010692,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010693,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010694,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010695,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010696,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010697,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010698,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010699,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010700,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010701,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010702,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010703,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010706,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000034010707,,,,79080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010762,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010763,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010764,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010765,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010766,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010767,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010768,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010769,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010770,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010771,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010772,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010773,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010774,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010775,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010776,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010777,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010778,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010779,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010782,경보(Alarm)/차압발생,절연/접지 불량,밀봉/조임 작업,9034,359,F,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010782,,,,69072,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 19탱크,000000000034010783,,,,78264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010787,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010813,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010814,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010815,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010816,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010817,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010843,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010844,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010845,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010846,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010847,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010873,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010874,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010875,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010876,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034010877,,,,83088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010887,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010888,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010889,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010890,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010891,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010894,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010896,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010897,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010898,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010899,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010900,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010901,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010902,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010903,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010904,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010905,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010906,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010907,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010908,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010909,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010910,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010911,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010912,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010913,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010914,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010919,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,82910,2346,F,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010919,,,,10776,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010920,정지(Trip)/기동불량/전원불량,단선/단락/오결선 ,분해점검,75009,3863,F,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010920,,,,18672,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010922,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010923,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010924,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010925,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010926,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010927,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010928,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010929,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010930,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,53847,619,F,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010930,,,,20928,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010931,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010932,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010939,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010940,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010941,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010942,오동작/계기불량/작동불량,직접입력,직접입력,56029,6067,F,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010942,,,,18936,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010943,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010944,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010945,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010946,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010947,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010948,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010949,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010956,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000034010957,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 연료가스설비,000000000034010958,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 연료가스설비,000000000034010959,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 연료가스설비,000000000034010960,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 연료가스설비,000000000034010961,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 연료가스설비,000000000034010962,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 연료가스설비,000000000034010963,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 연료가스설비,000000000034010964,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 연료가스설비,000000000034010965,,,,75120,*,C,,,,,,,,,,,,,,,,,,,
