플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_24,Column_25,Column_26-T,Column_27,Column_28
평택기지본부,1공장 2차펌프,000000000032100036,,,,46392,*,C,,,,,,,,,,,,,이완/풀림/탈락,2.2801302931596092,0.000000050774825222273804,7,,,
평택기지본부,1공장 2차펌프,000000000032100037,균열/파손/소손/절단,부품/자재 불량,부품/자재 교체,8775,1033,F,,,,,,,,,,,,,전송/통신 불량,8.794788273615636,0.00000019584575442877038,27,,,
평택기지본부,1공장 2차펌프,000000000032100037,오동작/계기불량/작동불량,이완/밀봉/고정 불량,교정/조정/재설정 작업,22028,257,F,,,,,,,,,,,,,점화/연소불량,0.3257328990228013,0.000000007253546460324829,1,,,
평택기지본부,1공장 2차펌프,000000000032100037,전송/통신 불량,노후/장기사용,교정/조정/재설정 작업,25196,212,F,,,,,,,,,,,,,접점불량/스파크발생 ,0.6514657980456026,0.000000014507092920649658,2,,,
평택기지본부,1공장 2차펌프,000000000032100037,,,,36072,*,C,,,,,,,,,,,,,정지(Trip)/기동불량/전원불량,2.6058631921824102,0.00000005802837168259863,8,,,
평택기지본부,1공장 2차펌프,000000000032100047,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,3427,763,F,,,,,,,,,,,,,직접입력,3.9087947882736156,0.00000008704255752389795,12,,,
평택기지본부,1공장 2차펌프,000000000032100047,,,,72192,*,C,,,,,,,,,,,,,진동/소음,0.3257328990228013,0.000000007253546460324829,1,,,
평택기지본부,1공장 2차펌프,000000000032100049,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,21712,166,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100049,,,,70176,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100052,,,,82728,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100053,,,,3552,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100055,,,,85704,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100066,,,,94728,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100067,,,,76632,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100079,,,,72384,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100084,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,21360,59,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100084,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,6415,296,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100084,오동작/계기불량/작동불량,직접입력,직접입력,45452,379,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100084,,,,20088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100085,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100086,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100087,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,33883,213,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100087,,,,59880,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100088,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100089,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100090,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100091,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100092,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100093,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100094,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100095,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100096,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100097,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100098,,,,94080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100120,,,,87120,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100130,,,,71256,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100131,,,,19464,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100135,,,,52680,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100140,외부 LEAK,이완/밀봉/고정 불량,재설치 ,2360,195,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100140,경보(Alarm)/차압발생,설정값불량/점검불량,교정/조정/재설정 작업,3945,439,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100140,,,,87456,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100142,,,,72672,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100157,,,,37320,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100158,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,25604,764,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100158,,,,46896,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100162,,,,89952,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100189,,,,94752,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100213,,,,67560,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100225,,,,59472,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100231,,,,87552,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100232,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,7526,602,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100232,,,,70656,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100240,,,,71376,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100241,,,,62016,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100243,,,,93576,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100292,,,,24216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100314,,,,80928,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100324,,,,75744,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100335,,,,28080,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100483,,,,3000,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100487,고착 (Stick),,,45716,*,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100487,,,,9408,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 감압설비,000000000032100502,,,,86856,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 감압설비,000000000032100508,,,,68088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100518,,,,72840,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100527,,,,69168,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100529,,,,98880,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100532,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,8082,1702,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100532,,,,8664,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100535,,,,41424,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100536,,,,62856,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100537,,,,99121,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 감압설비,000000000032100553,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,11449,183,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 감압설비,000000000032100553,,,,86136,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 공기압축설비,000000000032100600,,,,85056,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 공기압축설비,000000000032100635,,,,26496,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 공기압축설비,000000000032100659,,,,58368,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 공기압축설비,000000000032100660,,,,11616,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032100712,,,,28008,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100715,,,,24840,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100716,,,,17976,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100756,,,,60744,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100774,,,,4272,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100775,,,,97429,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032100783,,,,20352,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100813,,,,47400,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100815,,,,84528,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100816,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,67313,259,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100816,,,,30024,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100849,,,,47136,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100853,,,,72336,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032100876,,,,63600,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032100883,,,,79752,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100918,,,,30576,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100922,,,,50184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100927,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,42415,322,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100927,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,34429,458,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100927,,,,14400,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032100940,,,,12288,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100947,,,,29592,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100948,,,,82776,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100951,전송/통신 불량,노후/장기사용,교정/조정/재설정 작업,55041,435,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100951,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,6427,3207,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100951,,,,20640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100952,,,,34368,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100957,,,,41328,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100960,,,,96168,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100961,,,,89880,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100962,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,18931,5174,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032100962,,,,15216,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032100972,,,,80040,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032100973,,,,80832,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032100986,,,,27384,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032100990,,,,73728,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032100991,,,,24720,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032100994,,,,69504,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 7탱크,000000000032101072,,,,28824,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 5탱크,000000000032101165,,,,15288,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 5탱크,000000000032101167,,,,22656,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 6탱크,000000000032101174,,,,38160,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 6탱크,000000000032101175,,,,80520,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 6탱크,000000000032101177,,,,69936,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 6탱크,000000000032101181,,,,28248,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 7탱크,000000000032101184,,,,96264,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 10탱크,000000000032101210,,,,79944,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101345,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,39135,219,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101345,오동작/계기불량/작동불량,직접입력,분해점검,24084,220,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101345,오동작/계기불량/작동불량,노후/장기사용,용접작업,4860,196,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101345,이물질/오염,,,11851,*,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101345,,,,12888,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101348,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,12449,139,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101348,전송/통신 불량,정전,밀봉/조임 작업,5685,139,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101348,오동작/계기불량/작동불량,이물질 ,분해점검,18918,101,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101348,,,,32616,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101349,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,28676,161,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101349,정지(Trip)/기동불량/전원불량,과부하 (Over Load),청소/윤활/코팅 작업,5443,253,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101349,오동작/계기불량/작동불량,Unbalance,직접입력,22888,215,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101349,,,,13128,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101353,,,,43200,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101367,,,,80928,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101373,,,,20688,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101375,,,,15816,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101376,,,,30240,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101380,,,,84888,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101381,,,,70944,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101389,,,,43440,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101392,,,,29568,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101394,,,,23856,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101411,,,,21648,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 염소처리설비,000000000032101413,,,,22680,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 3탱크,000000000032101425,,,,83712,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 10탱크,000000000032101450,,,,52248,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032101468,,,,80400,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101509,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,51594,567,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101509,,,,20832,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101511,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,72947,629,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101511,,,,20808,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032101517,,,,53472,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101519,,,,22704,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101526,,,,38664,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101553,,,,72432,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101564,,,,52128,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032101579,,,,86616,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032101581,,,,53496,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101619,전송/통신 불량,노후/장기사용,부품/자재 교체,9399,286,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101619,,,,82752,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101637,오동작/계기불량/작동불량,부품/자재 불량,재설치 ,1735,1417,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101637,,,,69936,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101638,,,,43464,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101654,오동작/계기불량/작동불량,이완/밀봉/고정 불량,재설치 ,67390,427,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101654,,,,3528,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 BOG 압축기,000000000032101655,,,,53136,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 출하설비,000000000032101718,,,,54768,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 출하설비,000000000032101721,,,,87888,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 출하설비,000000000032101722,,,,23280,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1부두,000000000032101757,,,,74592,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1부두,000000000032101758,,,,18072,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1부두,000000000032101762,,,,24792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1부두,000000000032101763,,,,62160,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1부두,000000000032101791,,,,83712,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1부두,000000000032101798,,,,71568,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2부두,000000000032101806,,,,52248,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 공기압축설비,000000000032101809,,,,68976,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032101822,,,,35232,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2부두,000000000032101859,,,,62088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 공기압축설비,000000000032101870,,,,30912,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032102013,,,,62664,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032102015,,,,73032,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032102041,,,,22536,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032102063,,,,81144,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032102072,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,7495,265,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032102072,,,,19344,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032102077,전송/통신 불량,절연/접지 불량,부품/자재 교체,76853,55,F,,,,,,,,,,,,,,,,,,,
평택기지본부,1공장 ORV,000000000032102077,,,,13128,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 질소설비,000000000032102369,,,,85680,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 공기압축설비,000000000032102371,,,,90672,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032102372,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,28282,238,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032102372,,,,44208,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032102373,결빙(Icing),동파(Freezing),부품/자재 교체,15254,622,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032102373,외부 LEAK,노후/장기사용,부품/자재 교체,43819,2246,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032102373,,,,35976,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032102374,외부 LEAK,온도변화/열팽창 ,부품/자재 교체,82790,406,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032102374,,,,12432,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032102375,,,,45000,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032102377,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,12993,869,F,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 수처리설비,000000000032102377,,,,40464,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032102384,,,,83064,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032102385,,,,98958,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032102386,,,,99184,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032102387,,,,93048,*,C,,,,,,,,,,,,,,,,,,,
