플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그
통영기지본부,2부두,000000000014038162,,,,74640,,C
통영기지본부,2부두,000000000014038163,,,,74640,,C
삼척기지본부,1부두,000000000014043039,,,,51984,,C
