플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그
제주지역본부,봉개GS,000000000014066043,,,,4224,,C
제주지역본부,봉개GS,000000000014066044,,,,4224,,C
