플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_25
평택기지본부,1공장 기화해수펌프,000000000012112922,,,,13992,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112923,,,,77856,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112924,오동작/계기불량/작동불량,S/W 오류,교정/조정/재설정 작업,27263,309,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112924,진동/소음,이물질 ,분해점검,2515,1581,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112924,정지(Trip)/기동불량/전원불량,,,34525,*,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112924,,,,34320,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112925,핀홀(Pinhole),부식 ,용접작업,6368,893,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112925,,,,39744,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112926,외부 LEAK,이물질 ,분해점검,44292,411,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112926,오동작/계기불량/작동불량,단선/단락/오결선 ,교정/조정/재설정 작업,3127,338,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112926,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,769,152,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112926,균열/파손/소손/절단,이물질 ,부품/자재 교체,17299,278,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112926,오동작/계기불량/작동불량,직접입력,직접입력,2590,2054,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112926,,,,26016,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,2172,266,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,이완/풀림/탈락,과부하 (Over Load),부품/자재 교체,13943,16,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,균열/파손/소손/절단,과부하 (Over Load),부품/자재 교체,126,100,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,11698,1558,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,765,1244,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,4389,259,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,정지(Trip)/기동불량/전원불량,직접입력,보강/개조/추가설치,19655,136,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,12996,189,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,이완/풀림/탈락,이완/밀봉/고정 불량,직접입력,5661,332,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,정지(Trip)/기동불량/전원불량,조작/운전 실수,직접입력,4797,12,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,핀홀(Pinhole),노후/장기사용,용접작업,1264,48,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,1294,569,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,균열/파손/소손/절단,마모(Wear out),교정/조정/재설정 작업,4306,100,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112927,,,,11472,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112928,균열/파손/소손/절단,노후/장기사용,부품/자재 교체,28914,1536,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112928,외부 LEAK,노후/장기사용,밀봉/조임 작업,32998,278,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112928,,,,34896,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112929,균열/파손/소손/절단,노후/장기사용,부품/자재 교체,6262,50,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112929,고착 (Stick),온도변화/열팽창 ,시운전 ,614,139,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112929,이완/풀림/탈락,이완/밀봉/고정 불량,부품/자재 교체,6908,231,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112929,외부 LEAK,노후/장기사용,부품/자재 교체,66163,1310,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012112929,,,,15168,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112941,,,,95208,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112943,핀홀(Pinhole),부식 ,용접작업,1338,*,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112943,변형/변색/부식 ,노후/장기사용,충진/보충/배출 작업,1656,*,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112943,외부 LEAK,용접결함,용접작업,8104,209,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112943,핀홀(Pinhole),노후/장기사용,철거/전지작업,5941,259,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112943,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,8409,2643,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112943,균열/파손/소손/절단,노후/장기사용,밀봉/조임 작업,60397,170,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112943,,,,11064,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112944,내용물 과&부족 ,노후/장기사용,부품/자재 교체,10870,1442,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112944,,,,85656,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112945,균열/파손/소손/절단,부품/자재 불량,부품/자재 교체,127,536,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112945,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,34888,465,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112945,오동작/계기불량/작동불량,Logic 오류,직접입력,6161,135,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112945,,,,24518,*,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112945,,,,28512,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112946,,,,97304,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112947,경보(Alarm)/차압발생,직접입력,청소/윤활/코팅 작업,8893,163,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112947,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,5299,164,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112947,균열/파손/소손/절단,부품/자재 불량,부품/자재 교체,10571,485,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112947,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,7751,952,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112947,오동작/계기불량/작동불량,설정값불량/점검불량,보강/개조/추가설치,899,914,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112947,오동작/계기불량/작동불량,동파(Freezing),보강/개조/추가설치,18562,94,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112947,,,,37776,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112948,과열/발열/열화/과부하 ,이완/밀봉/고정 불량,부품/자재 교체,17363,867,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112948,핀홀(Pinhole),노후/장기사용,용접작업,62804,854,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112948,,,,5928,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112949,핀홀(Pinhole),노후/장기사용,용접작업,21069,210,F,,,,,,,,,,,,,,,
평택기지본부,1공장 소화해수펌프,000000000012112949,,,,61128,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113055,정지(Trip)/기동불량/전원불량,부품/자재 불량,부품/자재 교체,377,160,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113055,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,213,401,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113055,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,11935,270,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113055,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,29775,209,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113055,핀홀(Pinhole),부식 ,용접작업,15590,20,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113055,,,,1484,*,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113055,,,,22992,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113056,정지(Trip)/기동불량/전원불량,단선/단락/오결선 ,분해점검,2225,189,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113056,외부 LEAK,부식 ,용접작업,4235,69,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113056,오동작/계기불량/작동불량,직접입력,부품/자재 교체,1572,748,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113056,진동/소음,Unbalance,Balancing,3392,889,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113056,외부 LEAK,유실/폭우/폭설,분해점검,1534,65,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113056,오동작/계기불량/작동불량,노후/장기사용,분해점검,5097,673,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113056,외부 LEAK,이완/밀봉/고정 불량,용접작업,7309,146,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113056,,,,20913,*,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113056,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,2516,164,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113056,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,21394,334,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113056,,,,23424,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113057,이물질/오염,이물질 ,청소/윤활/코팅 작업,931,212,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113057,오동작/계기불량/작동불량,이완/밀봉/고정 불량,교정/조정/재설정 작업,5365,644,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113057,오동작/계기불량/작동불량,노후/장기사용,분해점검,29656,376,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113057,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,7913,1312,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113057,정지(Trip)/기동불량/전원불량,노후/장기사용,밀봉/조임 작업,4233,311,F,,,,,,,,,,,,,,,
평택기지본부,2공장 기화해수펌프,000000000012113057,,,,44328,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,설치불량/미설치 ,Logic 오류,보강/개조/추가설치,675,*,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,내부 LEAK,직접입력,직접입력,16787,543,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,정지(Trip)/기동불량/전원불량,장기미사용 ,직접입력,9954,262,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,직접입력,절연/접지 불량,청소/윤활/코팅 작업,1165,193,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,외부 LEAK,이완/밀봉/고정 불량,부품/자재 교체,6109,315,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,설치불량/미설치 ,이완/밀봉/고정 불량,교정/조정/재설정 작업,1210,294,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,정지(Trip)/기동불량/전원불량,과부하 (Over Load),시운전 ,5433,504,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,용접결함,용접결함,용접작업,2965,339,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,변형/변색/부식 ,노후/장기사용,부품/자재 교체,2653,*,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,핀홀(Pinhole),부식 ,용접작업,1049,647,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,8216,192,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,균열/파손/소손/절단,설정값불량/점검불량,교정/조정/재설정 작업,2541,155,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,외부 LEAK,노후/장기사용,부품/자재 교체,21133,332,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,균열/파손/소손/절단,외부충격/동식물 ,분해점검,13425,366,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113058,,,,2424,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113059,이완/풀림/탈락,이완/밀봉/고정 불량,교정/조정/재설정 작업,22496,*,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113059,균열/파손/소손/절단,노후/장기사용,재설치 ,59482,101,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113059,,,,12072,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113060,정지(Trip)/기동불량/전원불량,단선/단락/오결선 ,교정/조정/재설정 작업,1431,287,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113060,균열/파손/소손/절단,동파(Freezing),부품/자재 교체,3778,367,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113060,오동작/계기불량/작동불량,H/W 오류,재설치 ,3881,167,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113060,접점불량/스파크발생 ,이완/밀봉/고정 불량,교정/조정/재설정 작업,13619,409,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113060,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,18304,120,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113060,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,13168,46,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113060,내부 LEAK,,,33928,*,F,,,,,,,,,,,,,,,
평택기지본부,2공장 소화해수펌프,000000000012113060,,,,4224,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012121535,이물질/오염,이물질 ,청소/윤활/코팅 작업,271,*,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012121535,이완/풀림/탈락,노후/장기사용,부품/자재 교체,11942,139,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012121535,접점불량/스파크발생 ,설정값불량/점검불량,교정/조정/재설정 작업,33068,116,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012121535,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,12470,2468,F,,,,,,,,,,,,,,,
평택기지본부,1공장 기화해수펌프,000000000012121535,,,,27600,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012200004,오동작/계기불량/작동불량,이완/밀봉/고정 불량,교정/조정/재설정 작업,14159,289,F,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012200004,직접입력,직접입력,직접입력,34713,673,F,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012200004,이완/풀림/탈락,노후/장기사용,부품/자재 교체,4190,45,F,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012200004,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,30590,48,F,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012200004,,,,14544,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012200005,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,8751,218,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012200005,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,64,958,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012200005,오동작/계기불량/작동불량,이완/밀봉/고정 불량,재설치 ,609,291,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012200005,균열/파손/소손/절단,노후/장기사용,부품/자재 교체,2437,193,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012200005,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,32992,304,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012200005,고착 (Stick),노후/장기사용,직접입력,22959,1347,F,,,,,,,,,,,,,,,
인천기지본부,2공장 소화해수펌프,000000000012200005,,,,24168,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,오동작/계기불량/작동불량,설계/설치불량/연약지반 ,보강/개조/추가설치,989,4869,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,직접입력,직접입력,직접입력,617,2835,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,외부 LEAK,노후/장기사용,용접작업,1195,620,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,오동작/계기불량/작동불량,직접입력,직접입력,950,96,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,정지(Trip)/기동불량/전원불량,온도변화/열팽창 ,분해점검,1609,2892,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,5413,603,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,이물질/오염,이물질 ,청소/윤활/코팅 작업,6285,3566,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,이물질/오염,이물질 ,이전설치,17,496,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,1433,3307,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,균열/파손/소손/절단,노후/장기사용,재설치 ,10831,76,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,균열/파손/소손/절단,외부충격/동식물 ,부품/자재 교체,10729,108,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,오동작/계기불량/작동불량,노후/장기사용,분해점검,15872,152,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,직접입력,노후/장기사용,부품/자재 교체,9991,105,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,8257,303,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,오동작/계기불량/작동불량,이물질 ,도색/방청 작업,55,267,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,,,,7202,*,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213747,,,,12600,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213748,오동작/계기불량/작동불량,동파(Freezing),청소/윤활/코팅 작업,895,387,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213748,외부 LEAK,부품/자재 불량,부품/자재 교체,4407,3669,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213748,경보(Alarm)/차압발생,부품/자재 불량,부품/자재 교체,19966,1837,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213748,균열/파손/소손/절단,동파(Freezing),보강/개조/추가설치,3467,*,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213748,오동작/계기불량/작동불량,부품/자재 불량,청소/윤활/코팅 작업,5012,135,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213748,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,3083,120,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213748,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,15902,48,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213748,외부 LEAK,노후/장기사용,부품/자재 교체,19502,1690,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213748,,,,18408,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213749,정지(Trip)/기동불량/전원불량,직접입력,직접입력,5194,103,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213749,균열/파손/소손/절단,노후/장기사용,철거/전지작업,17292,862,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213749,균열/파손/소손/절단,부식 ,용접작업,13819,325,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213749,오동작/계기불량/작동불량,절연/접지 불량,부품/자재 교체,35969,408,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213749,,,,24336,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213750,경보(Alarm)/차압발생,노후/장기사용,부품/자재 교체,22827,5,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213750,핀홀(Pinhole),노후/장기사용,용접작업,453,14,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213750,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,6583,51,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213750,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,1831,246,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213750,진동/소음,설계/설치불량/연약지반 ,교정/조정/재설정 작업,1927,75,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213750,오동작/계기불량/작동불량,직접입력,직접입력,5223,118,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213750,,,,25502,*,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213750,외부 LEAK,이물질 ,직접입력,2589,228,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213750,,,,20952,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213751,오동작/계기불량/작동불량,부품/자재 불량,분해점검,18836,76,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213751,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,1191,239,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213751,오동작/계기불량/작동불량,S/W 오류,교정/조정/재설정 작업,5354,416,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213751,고착 (Stick),이완/밀봉/고정 불량,시운전 ,2702,73,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213751,오동작/계기불량/작동불량,이물질 ,청소/윤활/코팅 작업,3873,123,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213751,직접입력,직접입력,직접입력,41588,382,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213751,외부 LEAK,노후/장기사용,부품/자재 교체,8867,156,F,,,,,,,,,,,,,,,
인천기지본부,1공장 기화해수펌프,000000000012213751,,,,12528,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213752,오동작/계기불량/작동불량,부식 ,부품/자재 교체,6782,863,F,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213752,직접입력,직접입력,직접입력,6690,3189,F,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213752,결빙(Icing),온도변화/열팽창 ,청소/윤활/코팅 작업,1279,218,F,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213752,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,14300,*,F,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213752,정지(Trip)/기동불량/전원불량,노후/장기사용,부품/자재 교체,14599,177,F,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213752,,,,25282,*,F,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213752,진동/소음,,,13142,*,F,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213752,,,,3168,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213753,내부 LEAK,직접입력,용접작업,35983,1015,F,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213753,,,,5472,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213755,외부 LEAK,노후/장기사용,분해점검,26193,166,F,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213755,오동작/계기불량/작동불량,노후/장기사용,직접입력,44657,904,F,,,,,,,,,,,,,,,
인천기지본부,2공장 기화해수펌프,000000000012213755,,,,24336,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 소화해수펌프,000000000012213766,설치불량/미설치 ,부품/자재 불량,보강/개조/추가설치,8733,217,F,,,,,,,,,,,,,,,
