플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그
평택기지본부,2공장 2차펌프,000000000014006641,,,,52248,,C
평택기지본부,2공장 2차펌프,000000000014006642,경보(Alarm)/차압발생,이물질 ,청소/윤활/코팅 작업,1269,571,F
평택기지본부,공통 소각설비,000000000014009521,오동작/계기불량/작동불량,외부충격/동식물 ,교정/조정/재설정 작업,4060,476,F
평택기지본부,공통 소각설비,000000000014009521,,,,86208,,C
평택기지본부,공통 소각설비,000000000014009531,,,,82680,,C
평택기지본부,1공장 SMV,000000000014010253,정지(Trip)/기동불량/전원불량,직접입력,직접입력,10231,98,F
평택기지본부,1공장 SMV,000000000014010253,,,,54144,,C
평택기지본부,1공장 SMV,000000000014010254,,,,81432,,C
평택기지본부,1공장 SMV,000000000014010256,,,,28200,,C
평택기지본부,2공장 SMV,000000000014010257,,,,17784,,C
평택기지본부,2공장 SMV,000000000014010315,,,,91224,,C
평택기지본부,2공장 SMV,000000000014010316,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,밀봉/조임 작업,26743,30,F
평택기지본부,2공장 SMV,000000000014010316,,,,63432,,C
평택기지본부,2공장 SMV,000000000014010319,,,,84144,,C
평택기지본부,1공장 SMV,000000000014010326,,,,22320,,C
평택기지본부,1공장 SMV,000000000014010344,,,,12240,,C
평택기지본부,1공장 SMV,000000000014010364,,,,90744,,C
평택기지본부,1공장 SMV,000000000014010408,이완/풀림/탈락,이완/밀봉/고정 불량,밀봉/조임 작업,25123,284,F
평택기지본부,1공장 SMV,000000000014010408,,,,22104,,C
평택기지본부,2공장 재액화설비,000000000014011047,,,,15840,,C
평택기지본부,2공장 BOG 압축기,000000000014011286,,,,81288,,C
평택기지본부,2공장 BOG 압축기,000000000014011288,,,,11688,,C
평택기지본부,1공장 BOG 압축기,000000000014011326,,,,21792,,C
평택기지본부,1공장 BOG 압축기,000000000014011327,,,,86304,,C
평택기지본부,2공장 BOG 압축기,000000000014011429,,,,62664,,C
평택기지본부,2공장 BOG 압축기,000000000014011434,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,17791,889,F
평택기지본부,2공장 BOG 압축기,000000000014011434,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,2830,730,F
평택기지본부,2공장 BOG 압축기,000000000014011434,,,,37272,,C
평택기지본부,2공장 BOG 압축기,000000000014011435,전송/통신 불량,이완/밀봉/고정 불량,밀봉/조임 작업,28597,360,F
평택기지본부,2공장 BOG 압축기,000000000014011435,,,,61776,,C
평택기지본부,1공장 질소설비,000000000014011962,,,,30000,,C
평택기지본부,1공장 질소설비,000000000014011967,,,,78408,,C
평택기지본부,1공장 질소설비,000000000014011968,,,,37368,,C
평택기지본부,1공장 질소설비,000000000014011971,,,,74808,,C
평택기지본부,1공장 질소설비,000000000014012041,,,,87576,,C
평택기지본부,1공장 질소설비,000000000014012054,,,,10368,,C
평택기지본부,1공장 질소설비,000000000014012078,,,,58056,,C
평택기지본부,2부두,000000000014012204,,,,75888,,C
평택기지본부,2부두,000000000014012252,,,,7536,,C
평택기지본부,1부두,000000000014012267,오동작/계기불량/작동불량,노후/장기사용,보강/개조/추가설치,49030,180,F
평택기지본부,1부두,000000000014012267,,,,17616,,C
평택기지본부,2부두,000000000014012268,,,,36864,,C
평택기지본부,2부두,000000000014012274,,,,59040,,C
평택기지본부,1부두,000000000014012289,오동작/계기불량/작동불량,노후/장기사용,분해점검,2325,161,F
평택기지본부,1부두,000000000014012289,,,,82104,,C
평택기지본부,1부두,000000000014012290,내부 LEAK,이완/밀봉/고정 불량,분해점검,15470,3337,F
평택기지본부,1부두,000000000014012290,,,,67464,,C
평택기지본부,1부두,000000000014012291,,,,82560,,C
평택기지본부,2부두,000000000014012309,,,,88512,,C
평택기지본부,1부두,000000000014012325,,,,13920,,C
평택기지본부,1부두,000000000014012330,이완/풀림/탈락,노후/장기사용,교정/조정/재설정 작업,32992,,F
평택기지본부,1부두,000000000014012330,오동작/계기불량/작동불량,온도변화/열팽창 ,교정/조정/재설정 작업,1525,284,F
평택기지본부,1부두,000000000014012330,외부 LEAK,이완/밀봉/고정 불량,분해점검,4743,265,F
평택기지본부,1부두,000000000014012330,과열/발열/열화/과부하 ,단선/단락/오결선 ,,43772,,F
평택기지본부,1부두,000000000014012330,,,,6264,,C
평택기지본부,1부두,000000000014012331,외부 LEAK,부품/자재 불량,부품/자재 교체,4292,4938,F
평택기지본부,1부두,000000000014012331,,,,69072,,C
평택기지본부,1부두,000000000014012333,,,,66792,,C
평택기지본부,1부두,000000000014012334,,,,52872,,C
평택기지본부,1부두,000000000014012335,,,,74640,,C
평택기지본부,1부두,000000000014012336,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,3872,481,F
평택기지본부,1부두,000000000014012336,,,,87048,,C
평택기지본부,1부두,000000000014012339,,,,50040,,C
평택기지본부,1부두,000000000014012341,정지(Trip)/기동불량/전원불량,과부하 (Over Load),시운전 ,17347,140,F
평택기지본부,1부두,000000000014012341,,,,52776,,C
평택기지본부,1부두,000000000014012343,고착 (Stick),이완/밀봉/고정 불량,교정/조정/재설정 작업,1173,251,F
평택기지본부,1부두,000000000014012343,,,,86880,,C
평택기지본부,1부두,000000000014012345,,,,9624,,C
평택기지본부,1부두,000000000014012346,,,,10992,,C
평택기지본부,1공장 ORV,000000000014012419,,,,86112,,C
평택기지본부,1공장 ORV,000000000014012436,,,,86112,,C
평택기지본부,1공장 ORV,000000000014012443,,,,44424,,C
평택기지본부,1공장 ORV,000000000014012445,,,,27192,,C
평택기지본부,2공장 ORV,000000000014012449,,,,81816,,C
평택기지본부,1공장 ORV,000000000014012452,,,,38904,,C
평택기지본부,1공장 ORV,000000000014012460,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,5147,46,F
평택기지본부,1공장 ORV,000000000014012460,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,밀봉/조임 작업,21175,28,F
평택기지본부,1공장 ORV,000000000014012460,,,,22632,,C
평택기지본부,1공장 ORV,000000000014012462,,,,38592,,C
평택기지본부,1공장 ORV,000000000014012463,직접입력,노후/장기사용,청소/윤활/코팅 작업,11532,1827,F
평택기지본부,1공장 ORV,000000000014012463,,,,22728,,C
평택기지본부,1공장 ORV,000000000014012464,,,,85752,,C
평택기지본부,1공장 ORV,000000000014012465,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,28594,1342,F
평택기지본부,1공장 ORV,000000000014012465,,,,22584,,C
평택기지본부,2공장 ORV,000000000014012467,,,,49320,,C
평택기지본부,2공장 ORV,000000000014012476,,,,81576,,C
평택기지본부,1공장 ORV,000000000014012479,,,,86904,,C
평택기지본부,1공장 ORV,000000000014012480,,,,79272,,C
평택기지본부,1공장 ORV,000000000014012481,,,,86289,,C
평택기지본부,1공장 ORV,000000000014012494,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,41557,787,F
평택기지본부,1공장 ORV,000000000014012494,,,,26112,,C
평택기지본부,1공장 ORV,000000000014012495,,,,76920,,C
평택기지본부,1공장 ORV,000000000014012499,,,,43224,,C
평택기지본부,1공장 ORV,000000000014012522,,,,85656,,C
평택기지본부,1공장 ORV,000000000014012542,접점불량/스파크발생 ,노후/장기사용,청소/윤활/코팅 작업,575,83,F
평택기지본부,1공장 ORV,000000000014012542,,,,50880,,C
평택기지본부,1공장 ORV,000000000014012543,,,,22632,,C
평택기지본부,1공장 ORV,000000000014012544,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,3329,,F
평택기지본부,1공장 ORV,000000000014012544,,,,57192,,C
평택기지본부,저장부문 1탱크,000000000014012612,,,,21648,,C
평택기지본부,저장부문 4탱크,000000000014012976,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,분해점검,8127,290,F
평택기지본부,저장부문 4탱크,000000000014012976,,,,39408,,C
평택기지본부,저장부문 5탱크,000000000014012978,,,,19032,,C
평택기지본부,저장부문 6탱크,000000000014012981,,,,77304,,C
평택기지본부,저장부문 7탱크,000000000014012983,,,,20256,,C
평택기지본부,저장부문 7탱크,000000000014012984,,,,18096,,C
평택기지본부,저장부문 8탱크,000000000014012986,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,7548,1916,F
평택기지본부,저장부문 8탱크,000000000014012986,,,,76992,,C
평택기지본부,저장부문 8탱크,000000000014012987,,,,79248,,C
평택기지본부,저장부문 9탱크,000000000014012988,,,,84288,,C
평택기지본부,저장부문 3탱크,000000000014013002,,,,29592,,C
평택기지본부,1공장 Drain 설,000000000014013106,,,,88968,,C
평택기지본부,1공장 Drain 설,000000000014013108,,,,35928,,C
평택기지본부,저장부문 1탱크,000000000014013133,,,,68904,,C
평택기지본부,저장부문 3탱크,000000000014013134,오동작/계기불량/작동불량,설정값불량/점검불량,분해점검,64672,94,F
평택기지본부,저장부문 3탱크,000000000014013134,,,,17784,,C
평택기지본부,저장부문 4탱크,000000000014013140,,,,7512,,C
평택기지본부,저장부문 5탱크,000000000014013152,오동작/계기불량/작동불량,온도변화/열팽창 ,분해점검,4015,104,F
평택기지본부,저장부문 5탱크,000000000014013152,오동작/계기불량/작동불량,직접입력,직접입력,71265,1347,F
평택기지본부,저장부문 5탱크,000000000014013152,정지(Trip)/기동불량/전원불량,장기미사용 ,청소/윤활/코팅 작업,1006,307,F
평택기지본부,저장부문 5탱크,000000000014013152,,,,5112,,C
평택기지본부,저장부문 6탱크,000000000014013162,,,,90624,,C
평택기지본부,저장부문 7탱크,000000000014013172,,,,88992,,C
평택기지본부,저장부문 7탱크,000000000014013174,,,,83280,,C
평택기지본부,저장부문 8탱크,000000000014013186,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,501,395,F
평택기지본부,저장부문 8탱크,000000000014013186,변형/변색/부식 ,노후/장기사용,부품/자재 교체,7457,815,F
평택기지본부,저장부문 8탱크,000000000014013186,,,,79536,,C
평택기지본부,저장부문 8탱크,000000000014013187,,,,82704,,C
평택기지본부,저장부문 10탱크,000000000014013208,,,,76992,,C
평택기지본부,저장부문 10탱크,000000000014013210,이완/풀림/탈락,노후/장기사용,보강/개조/추가설치,825,194,F
평택기지본부,저장부문 10탱크,000000000014013210,오동작/계기불량/작동불량,이완/밀봉/고정 불량,재설치 ,6059,717,F
평택기지본부,저장부문 10탱크,000000000014013210,이완/풀림/탈락,노후/장기사용,재설치 ,3851,189,F
평택기지본부,저장부문 10탱크,000000000014013210,고착 (Stick),이물질 ,청소/윤활/코팅 작업,6349,243,F
평택기지본부,저장부문 10탱크,000000000014013210,,,,58453,,F
평택기지본부,저장부문 10탱크,000000000014013210,,,,13320,,C
평택기지본부,저장부문 10탱크,000000000014013211,,,,18624,,C
평택기지본부,1공장 재액화설비,000000000014013224,,,,60720,,C
평택기지본부,1공장 Drain 설,000000000014013227,,,,37368,,C
평택기지본부,저장부문 15탱크,000000000014023151,,,,83136,,C
평택기지본부,저장부문 15탱크,000000000014023152,,,,83136,,C
평택기지본부,저장부문 15탱크,000000000014023153,,,,83136,,C
평택기지본부,저장부문 15탱크,000000000014023154,,,,83136,,C
평택기지본부,저장부문 15탱크,000000000014023155,,,,83136,,C
평택기지본부,저장부문 15탱크,000000000014023156,,,,83136,,C
평택기지본부,저장부문 15탱크,000000000014023157,,,,83136,,C
평택기지본부,저장부문 15탱크,000000000014023158,,,,83136,,C
평택기지본부,저장부문 15탱크,000000000014023159,,,,83136,,C
평택기지본부,저장부문 16탱크,000000000014023177,,,,83904,,C
평택기지본부,저장부문 16탱크,000000000014023178,,,,83904,,C
평택기지본부,저장부문 16탱크,000000000014023179,,,,83904,,C
평택기지본부,저장부문 16탱크,000000000014023180,,,,83904,,C
평택기지본부,저장부문 16탱크,000000000014023181,,,,83904,,C
평택기지본부,저장부문 16탱크,000000000014023182,,,,83904,,C
평택기지본부,저장부문 16탱크,000000000014023183,,,,83904,,C
평택기지본부,저장부문 16탱크,000000000014023184,,,,83904,,C
평택기지본부,저장부문 16탱크,000000000014023185,,,,83904,,C
평택기지본부,저장부문 17탱크,000000000014023196,,,,84168,,C
평택기지본부,저장부문 17탱크,000000000014023197,,,,84168,,C
평택기지본부,저장부문 17탱크,000000000014023198,,,,84168,,C
평택기지본부,저장부문 17탱크,000000000014023199,,,,84168,,C
평택기지본부,저장부문 17탱크,000000000014023200,,,,84168,,C
평택기지본부,저장부문 17탱크,000000000014023201,,,,84168,,C
평택기지본부,저장부문 17탱크,000000000014023202,,,,84168,,C
평택기지본부,저장부문 17탱크,000000000014023203,,,,84168,,C
평택기지본부,저장부문 17탱크,000000000014023204,,,,84168,,C
평택기지본부,저장부문 18탱크,000000000014023218,,,,79032,,C
평택기지본부,저장부문 18탱크,000000000014023219,,,,79032,,C
평택기지본부,저장부문 18탱크,000000000014023220,,,,79032,,C
평택기지본부,저장부문 18탱크,000000000014023221,,,,79032,,C
평택기지본부,저장부문 18탱크,000000000014023222,,,,79032,,C
평택기지본부,저장부문 18탱크,000000000014023223,,,,79032,,C
평택기지본부,저장부문 18탱크,000000000014023224,,,,79032,,C
평택기지본부,저장부문 18탱크,000000000014023225,,,,79032,,C
평택기지본부,저장부문 18탱크,000000000014023226,,,,79032,,C
평택기지본부,저장부문 19탱크,000000000014023240,,,,78216,,C
평택기지본부,저장부문 19탱크,000000000014023241,,,,78216,,C
평택기지본부,저장부문 19탱크,000000000014023242,,,,78216,,C
평택기지본부,저장부문 19탱크,000000000014023243,,,,78216,,C
평택기지본부,저장부문 19탱크,000000000014023244,,,,78216,,C
평택기지본부,저장부문 19탱크,000000000014023245,,,,78216,,C
평택기지본부,저장부문 19탱크,000000000014023246,,,,78216,,C
평택기지본부,저장부문 19탱크,000000000014023247,,,,78216,,C
평택기지본부,저장부문 19탱크,000000000014023248,,,,78216,,C
평택기지본부,2공장 1차펌프,000000000014023271,,,,83856,,C
평택기지본부,2공장 1차펌프,000000000014023272,,,,83856,,C
평택기지본부,2공장 1차펌프,000000000014023273,,,,83856,,C
평택기지본부,2공장 1차펌프,000000000014023274,,,,83856,,C
평택기지본부,2공장 1차펌프,000000000014023275,전송/통신 불량,부품/자재 불량,부품/자재 교체,28456,692,F
평택기지본부,2공장 1차펌프,000000000014023275,오동작/계기불량/작동불량,이물질 ,교정/조정/재설정 작업,1184,103,F
평택기지본부,2공장 1차펌프,000000000014023275,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,47073,340,F
평택기지본부,2공장 1차펌프,000000000014023275,,,,4992,,C
평택기지본부,2공장 1차펌프,000000000014023276,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,19940,498,F
평택기지본부,2공장 1차펌프,000000000014023276,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,38701,315,F
평택기지본부,2공장 1차펌프,000000000014023276,,,,24576,,C
평택기지본부,2공장 1차펌프,000000000014023277,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,15691,1053,F
평택기지본부,2공장 1차펌프,000000000014023277,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,28931,169,F
평택기지본부,2공장 1차펌프,000000000014023277,,,,38928,,C
평택기지본부,2공장 1차펌프,000000000014023278,,,,83856,,C
평택기지본부,2공장 1차펌프,000000000014023279,,,,83856,,C
평택기지본부,2공장 1차펌프,000000000014023280,오동작/계기불량/작동불량,온도변화/열팽창 ,교정/조정/재설정 작업,8304,344,F
평택기지본부,2공장 1차펌프,000000000014023280,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,5871,138,F
평택기지본부,2공장 1차펌프,000000000014023280,내부 LEAK,부품/자재 불량,,14875,,F
평택기지본부,2공장 1차펌프,000000000014023280,오동작/계기불량/작동불량,H/W 오류,부품/자재 교체,10814,169,F
평택기지본부,2공장 1차펌프,000000000014023280,,,,38112,,C
평택기지본부,2공장 1차펌프,000000000014023281,,,,78768,,C
평택기지본부,2공장 1차펌프,000000000014023282,내부 LEAK,노후/장기사용,밀봉/조임 작업,30422,935,F
평택기지본부,2공장 1차펌프,000000000014023282,,,,48192,,C
평택기지본부,2공장 1차펌프,000000000014023283,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,14029,1442,F
평택기지본부,2공장 1차펌프,000000000014023283,,,,64584,,C
평택기지본부,2공장 1차펌프,000000000014023284,오동작/계기불량/작동불량,,,29160,,F
평택기지본부,2공장 1차펌프,000000000014023284,내부 LEAK,노후/장기사용,부품/자재 교체,1285,743,F
평택기지본부,2공장 1차펌프,000000000014023284,,,,47808,,C
평택기지본부,2공장 1차펌프,000000000014023285,,,,78768,,C
평택기지본부,2공장 1차펌프,000000000014023286,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,10003,141,F
평택기지본부,2공장 1차펌프,000000000014023286,내부 LEAK,노후/장기사용,부품/자재 교체,18253,812,F
평택기지본부,2공장 1차펌프,000000000014023286,,,,47808,,C
평택기지본부,2공장 1차펌프,000000000014023287,내부 LEAK,,,28405,,F
평택기지본부,2공장 1차펌프,000000000014023287,,,,47832,,C
평택기지본부,2공장 1차펌프,000000000014023288,,,,76560,,C
평택기지본부,2공장 2차펌프,000000000014023292,오동작/계기불량/작동불량,H/W 오류,분해점검,16015,393,F
평택기지본부,2공장 2차펌프,000000000014023292,이물질/오염,이물질 ,분해점검,4505,381,F
평택기지본부,2공장 2차펌프,000000000014023292,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,398,1483,F
평택기지본부,2공장 2차펌프,000000000014023292,,,,62088,,C
평택기지본부,2공장 2차펌프,000000000014023293,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,11929,85,F
평택기지본부,2공장 2차펌프,000000000014023293,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,1557,235,F
평택기지본부,2공장 2차펌프,000000000014023293,오동작/계기불량/작동불량,직접입력,직접입력,1462,585,F
평택기지본부,2공장 2차펌프,000000000014023293,이완/풀림/탈락,부품/자재 불량,부품/자재 교체,5366,332,F
평택기지본부,2공장 2차펌프,000000000014023293,오동작/계기불량/작동불량,노후/장기사용,이전설치,874,510,F
평택기지본부,2공장 2차펌프,000000000014023293,,,,7884,,F
평택기지본부,2공장 2차펌프,000000000014023293,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,5542,498,F
평택기지본부,2공장 2차펌프,000000000014023293,진동/소음,직접입력,시운전 ,805,263,F
평택기지본부,2공장 2차펌프,000000000014023293,변형/변색/부식 ,노후/장기사용,재설치 ,10982,,F
평택기지본부,2공장 2차펌프,000000000014023293,,,,31968,,C
평택기지본부,2공장 2차펌프,000000000014023294,이완/풀림/탈락,부품/자재 불량,재설치 ,12884,668,F
평택기지본부,2공장 2차펌프,000000000014023294,정지(Trip)/기동불량/전원불량,Logic 오류,직접입력,7671,185,F
평택기지본부,2공장 2차펌프,000000000014023294,전송/통신 불량,이완/밀봉/고정 불량,보강/개조/추가설치,5102,1314,F
평택기지본부,2공장 2차펌프,000000000014023294,진동/소음,직접입력,직접입력,3447,545,F
평택기지본부,2공장 2차펌프,000000000014023294,,,,53400,,C
평택기지본부,2공장 BOG 압축기,000000000014023295,설치불량/미설치 ,낙뢰/서지(이상전압),재설치 ,6116,685,F
평택기지본부,2공장 BOG 압축기,000000000014023295,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,3528,23,F
평택기지본부,2공장 BOG 압축기,000000000014023295,,,,69096,,C
평택기지본부,2공장 BOG 압축기,000000000014023296,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,교정/조정/재설정 작업,47994,286,F
평택기지본부,2공장 BOG 압축기,000000000014023296,,,,30384,,C
평택기지본부,2공장 BOG 압축기,000000000014023297,변형/변색/부식 ,노후/장기사용,부품/자재 교체,58402,919,F
평택기지본부,2공장 BOG 압축기,000000000014023297,,,,15960,,C
평택기지본부,공통 HP 압축기,000000000014023298,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,12668,2420,F
평택기지본부,공통 HP 압축기,000000000014023298,직접입력,직접입력,직접입력,1209,,F
평택기지본부,공통 HP 압축기,000000000014023298,균열/파손/소손/절단,직접입력,부품/자재 교체,760,979,F
평택기지본부,공통 HP 압축기,000000000014023298,오동작/계기불량/작동불량,단선/단락/오결선 ,부품/자재 교체,783,2420,F
평택기지본부,공통 HP 압축기,000000000014023298,오동작/계기불량/작동불량,이완/밀봉/고정 불량,교정/조정/재설정 작업,112,281,F
평택기지본부,공통 HP 압축기,000000000014023298,정지(Trip)/기동불량/전원불량,부품/자재 불량,교정/조정/재설정 작업,72,108,F
평택기지본부,공통 HP 압축기,000000000014023298,이완/풀림/탈락,설계/설치불량/연약지반 ,재설치 ,1067,341,F
평택기지본부,공통 HP 압축기,000000000014023298,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,부품/자재 교체,15422,4198,F
평택기지본부,공통 HP 압축기,000000000014023298,고착 (Stick),부품/자재 불량,부품/자재 교체,67,1121,F
평택기지본부,공통 HP 압축기,000000000014023298,정지(Trip)/기동불량/전원불량,설계/설치불량/연약지반 ,교정/조정/재설정 작업,1982,1987,F
평택기지본부,공통 HP 압축기,000000000014023298,변형/변색/부식 ,,,2677,,F
평택기지본부,공통 HP 압축기,000000000014023298,정지(Trip)/기동불량/전원불량,설정값불량/점검불량,교정/조정/재설정 작업,9562,719,F
평택기지본부,공통 HP 압축기,000000000014023298,이완/풀림/탈락,이완/밀봉/고정 불량,밀봉/조임 작업,19498,487,F
평택기지본부,공통 HP 압축기,000000000014023298,,,,10392,,C
평택기지본부,2공장 2차펌프,000000000014023452,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023453,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023454,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023455,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023456,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023457,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023458,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023459,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023460,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023461,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023462,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023463,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023464,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023465,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023466,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023467,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023468,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023469,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023470,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023471,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023472,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023473,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023474,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023475,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023476,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023477,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023478,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023479,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023480,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023481,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023482,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023483,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023484,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023485,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023486,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023487,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023488,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023489,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023490,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023491,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023492,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023493,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023494,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023495,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023496,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023497,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023498,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023502,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023503,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023504,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023505,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023506,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023507,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023508,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023509,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023510,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023511,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023512,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023513,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023514,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023515,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023516,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023517,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023518,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023519,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023520,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023521,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023522,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023523,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023524,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023525,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023526,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023527,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023528,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023529,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023530,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023531,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023532,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023533,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023534,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023535,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023536,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023537,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023538,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023539,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023540,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023541,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023542,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023543,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023544,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023545,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023546,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023547,,,,92592,,C
평택기지본부,2공장 2차펌프,000000000014023548,,,,92592,,C
