플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그
평택기지본부,1공장 2차펌프,000000000012100250,,,,89400,,C
평택기지본부,1공장 2차펌프,000000000012100637,,,,83880,,C
평택기지본부,1공장 공기압축설비,000000000012101068,,,,12744,,C
평택기지본부,1공장 2차펌프,000000000012101129,,,,20136,,C
평택기지본부,1공장 ORV,000000000012101130,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,9346,174,F
평택기지본부,1공장 ORV,000000000012101130,,,,46152,,C
평택기지본부,2공장 2차펌프,000000000012101133,,,,17112,,C
평택기지본부,2공장 2차펌프,000000000012101135,,,,94608,,C
평택기지본부,2공장 2차펌프,000000000012101136,,,,44280,,C
평택기지본부,2공장 SMV,000000000012101145,,,,84024,,C
평택기지본부,1공장 2차펌프,000000000012101167,,,,63936,,C
평택기지본부,공통 감압설비,000000000012101169,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,6690,162,F
평택기지본부,공통 감압설비,000000000012101169,외부 LEAK,부품/자재 불량,부품/자재 교체,22023,2057,F
평택기지본부,공통 감압설비,000000000012101169,,,,69600,,C
평택기지본부,공통 감압설비,000000000012101170,외부 LEAK,노후/장기사용,부품/자재 교체,6854,378,F
평택기지본부,공통 감압설비,000000000012101170,,,,14760,,C
평택기지본부,2공장 2차펌프,000000000012101527,,,,81792,,C
평택기지본부,공통 소각설비,000000000012101545,,,,63000,,C
평택기지본부,2공장 2차펌프,000000000012101766,,,,94752,,C
평택기지본부,2공장 SMV,000000000012101952,,,,17952,,C
평택기지본부,2공장 SMV,000000000012102064,,,,66024,,C
평택기지본부,저장부문 1탱크,000000000012102627,,,,86160,,C
평택기지본부,저장부문 3탱크,000000000012102839,,,,78192,,C
평택기지본부,저장부문 9탱크,000000000012103407,,,,87144,,C
평택기지본부,저장부문 10탱크,000000000012103462,,,,17280,,C
평택기지본부,1공장 2차펌프,000000000012104018,,,,96168,,C
평택기지본부,1공장 ORV,000000000012104245,,,,96871,,C
평택기지본부,2공장 2차펌프,000000000012104312,,,,98454,,C
평택기지본부,2공장 SMV,000000000012104937,,,,18600,,C
평택기지본부,공통 계량설비,000000000012105139,외부 LEAK,H/W 오류,분해점검,2462,6162,F
평택기지본부,공통 계량설비,000000000012105139,,,,35832,,C
평택기지본부,공통 계량설비,000000000012105141,,,,93720,,C
평택기지본부,공통 계량설비,000000000012105196,,,,96585,,C
평택기지본부,1공장 SMV,000000000012105354,,,,81624,,C
평택기지본부,1공장 SMV,000000000012105395,,,,18192,,C
평택기지본부,1공장 ORV,000000000012105484,,,,96072,,C
평택기지본부,1공장 ORV,000000000012105505,,,,87648,,C
평택기지본부,1공장 ORV,000000000012105511,,,,97641,,C
평택기지본부,공통 계량설비,000000000012105535,,,,13704,,C
평택기지본부,공통 계량설비,000000000012105540,,,,97788,,C
평택기지본부,공통 계량설비,000000000012105547,,,,68448,,C
평택기지본부,1공장 2차펌프,000000000012106332,,,,87312,,C
평택기지본부,1공장 2차펌프,000000000012106333,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,52917,276,F
평택기지본부,1공장 2차펌프,000000000012106333,,,,34320,,C
평택기지본부,1공장 2차펌프,000000000012106401,,,,50184,,C
평택기지본부,공통 소각설비,000000000012106848,,,,53760,,C
평택기지본부,2공장 2차펌프,000000000012106871,고착 (Stick),부식 ,청소/윤활/코팅 작업,538,486,F
평택기지본부,2공장 2차펌프,000000000012106871,내부 LEAK,설정값불량/점검불량,교정/조정/재설정 작업,11676,221,F
평택기지본부,2공장 2차펌프,000000000012106871,,,,66192,,C
평택기지본부,2공장 2차펌프,000000000012106874,,,,84936,,C
평택기지본부,2공장 SMV,000000000012106913,,,,48264,,C
평택기지본부,2공장 SMV,000000000012106920,오동작/계기불량/작동불량,직접입력,직접입력,782,407,F
평택기지본부,2공장 SMV,000000000012106920,,,,81864,,C
평택기지본부,2공장 SMV,000000000012106926,내부 LEAK,이완/밀봉/고정 불량,분해점검,7951,364,F
평택기지본부,2공장 SMV,000000000012106926,,,,82968,,C
평택기지본부,공통 계량설비,000000000012106931,균열/파손/소손/절단,외부충격/동식물 ,재설치 ,741,,F
평택기지본부,공통 계량설비,000000000012106931,전송/통신 불량,부품/자재 불량,부품/자재 교체,36805,283,F
평택기지본부,공통 계량설비,000000000012106931,,,,58992,,C
평택기지본부,1공장 SMV,000000000012106957,외부 LEAK,노후/장기사용,분해점검,40267,70,F
평택기지본부,1공장 SMV,000000000012106957,,,,51504,,C
평택기지본부,공통 계량설비,000000000012106958,오동작/계기불량/작동불량,직접입력,직접입력,78857,3870,F
평택기지본부,공통 계량설비,000000000012106958,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,10351,414,F
평택기지본부,공통 계량설비,000000000012106958,,,,3168,,C
평택기지본부,공통 계량설비,000000000012106960,외부 LEAK,노후/장기사용,부품/자재 교체,82455,282,F
평택기지본부,공통 계량설비,000000000012106960,,,,4632,,C
평택기지본부,공통 감압설비,000000000012106970,고착 (Stick),장기미사용 ,교정/조정/재설정 작업,61837,140,F
평택기지본부,공통 감압설비,000000000012106970,,,,24096,,C
평택기지본부,공통 감압설비,000000000012106971,오동작/계기불량/작동불량,이완/밀봉/고정 불량,교정/조정/재설정 작업,26161,4910,F
평택기지본부,공통 감압설비,000000000012106971,,,,69024,,C
평택기지본부,공통 감압설비,000000000012106972,오동작/계기불량/작동불량,이물질 ,직접입력,4463,1818,F
평택기지본부,공통 감압설비,000000000012106972,오동작/계기불량/작동불량,직접입력,직접입력,10401,341,F
평택기지본부,공통 감압설비,000000000012106972,오동작/계기불량/작동불량,노후/장기사용,보강/개조/추가설치,17343,1603,F
평택기지본부,공통 감압설비,000000000012106972,고착 (Stick),,,9694,,F
평택기지본부,공통 감압설비,000000000012106972,오동작/계기불량/작동불량,부품/자재 불량,분해점검,707,437,F
평택기지본부,공통 감압설비,000000000012106972,,,,33144,,C
평택기지본부,공통 감압설비,000000000012106973,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,10363,830,F
평택기지본부,공통 감압설비,000000000012106973,오동작/계기불량/작동불량,직접입력,직접입력,1367,2193,F
평택기지본부,공통 감압설비,000000000012106973,이완/풀림/탈락,노후/장기사용,밀봉/조임 작업,39008,20,F
평택기지본부,공통 감압설비,000000000012106973,오동작/계기불량/작동불량,장기미사용 ,교정/조정/재설정 작업,8869,308,F
평택기지본부,공통 감압설비,000000000012106973,,,,24096,,C
평택기지본부,공통 감압설비,000000000012106975,,,,69936,,C
평택기지본부,공통 감압설비,000000000012106976,,,,66024,,C
평택기지본부,공통 감압설비,000000000012106981,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,69546,399,F
평택기지본부,공통 감압설비,000000000012106981,,,,23664,,C
평택기지본부,공통 감압설비,000000000012106982,외부 LEAK,직접입력,직접입력,21158,122,F
평택기지본부,공통 감압설비,000000000012106982,,,,70224,,C
평택기지본부,공통 감압설비,000000000012106983,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,34670,98,F
평택기지본부,공통 감압설비,000000000012106983,,,,46512,,C
평택기지본부,1공장 2차펌프,000000000012106991,,,,53832,,C
평택기지본부,저장부문 11탱크,000000000012107555,,,,93744,,C
평택기지본부,저장부문 1탱크,000000000012107558,,,,17904,,C
평택기지본부,1부두,000000000012107570,,,,75048,,C
평택기지본부,1부두,000000000012107571,,,,47520,,C
평택기지본부,2부두,000000000012107572,,,,30624,,C
평택기지본부,2부두,000000000012107573,균열/파손/소손/절단,이완/밀봉/고정 불량,부품/자재 교체,8125,523,F
평택기지본부,2부두,000000000012107573,,,,38952,,C
평택기지본부,공통 계량설비,000000000012107585,,,,96544,,C
평택기지본부,공통 계량설비,000000000012107586,,,,90144,,C
평택기지본부,저장부문 1탱크,000000000012108446,,,,84936,,C
평택기지본부,1공장 BOG 압축기,000000000012108497,,,,13704,,C
평택기지본부,1공장 2차펌프,000000000012108515,,,,76560,,C
평택기지본부,1공장 2차펌프,000000000012108518,,,,42552,,C
평택기지본부,1공장 2차펌프,000000000012108520,,,,82464,,C
평택기지본부,2공장 2차펌프,000000000012108906,,,,93480,,C
평택기지본부,공통 계량설비,000000000012109092,,,,92328,,C
평택기지본부,1부두,000000000012109196,내부 LEAK,장기미사용 ,시운전 ,9476,231,F
평택기지본부,1부두,000000000012109196,내부 LEAK,노후/장기사용,교정/조정/재설정 작업,15298,118,F
평택기지본부,1부두,000000000012109196,오동작/계기불량/작동불량,설정값불량/점검불량,,22285,,F
평택기지본부,1부두,000000000012109196,오동작/계기불량/작동불량,절연/접지 불량,교정/조정/재설정 작업,39848,4991,F
평택기지본부,1부두,000000000012109196,내부 LEAK,직접입력,,6344,,F
평택기지본부,1부두,000000000012109196,,,,3336,,C
평택기지본부,2부두,000000000012109198,,,,83688,,C
평택기지본부,저장부문 1탱크,000000000012109203,,,,83304,,C
평택기지본부,1공장 2차펌프,000000000012109214,내부 LEAK,노후/장기사용,부품/자재 교체,17836,1492,F
평택기지본부,1공장 2차펌프,000000000012109214,,,,64584,,C
평택기지본부,1공장 2차펌프,000000000012109215,오동작/계기불량/작동불량,이완/밀봉/고정 불량,분해점검,8206,256,F
평택기지본부,1공장 2차펌프,000000000012109215,,,,82560,,C
평택기지본부,1공장 2차펌프,000000000012109216,,,,82560,,C
평택기지본부,공통 방산설비,000000000012109220,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,32678,866,F
평택기지본부,공통 방산설비,000000000012109220,,,,12240,,C
평택기지본부,1공장 2차펌프,000000000012109222,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,23967,72,F
평택기지본부,1공장 2차펌프,000000000012109222,,,,63360,,C
평택기지본부,1공장 2차펌프,000000000012109362,,,,98390,,C
평택기지본부,2공장 2차펌프,000000000012109407,,,,94824,,C
평택기지본부,1부두,000000000012109642,,,,95640,,C
평택기지본부,1부두,000000000012109646,,,,73512,,C
평택기지본부,저장부문 1탱크,000000000012109771,,,,42288,,C
평택기지본부,저장부문 4탱크,000000000012109851,,,,41760,,C
평택기지본부,1공장 BOG 압축기,000000000012110013,,,,88968,,C
평택기지본부,1공장 BOG 압축기,000000000012110019,,,,78864,,C
평택기지본부,공통 소각설비,000000000012110070,,,,98004,,C
평택기지본부,1공장 2차펌프,000000000012110165,,,,84216,,C
평택기지본부,1공장 2차펌프,000000000012110166,,,,84216,,C
평택기지본부,1공장 2차펌프,000000000012110169,,,,82464,,C
평택기지본부,1공장 ORV,000000000012110189,,,,51672,,C
평택기지본부,1공장 ORV,000000000012110194,,,,99078,,C
평택기지본부,1공장 ORV,000000000012110195,,,,2040,,C
평택기지본부,1공장 ORV,000000000012110374,,,,98717,,C
평택기지본부,1공장 ORV,000000000012110375,,,,38424,,C
평택기지본부,1공장 ORV,000000000012110388,외부 LEAK,이완/밀봉/고정 불량,분해점검,488,,F
평택기지본부,1공장 ORV,000000000012110388,,,,98692,,C
평택기지본부,1공장 ORV,000000000012110392,,,,67824,,C
평택기지본부,1공장 ORV,000000000012110395,,,,68952,,C
평택기지본부,1공장 SMV,000000000012110449,,,,93864,,C
평택기지본부,1공장 ORV,000000000012110477,,,,33240,,C
평택기지본부,1공장 ORV,000000000012110484,,,,20592,,C
평택기지본부,1공장 ORV,000000000012110489,,,,92832,,C
평택기지본부,1공장 2차펌프,000000000012110868,,,,26136,,C
평택기지본부,1공장 2차펌프,000000000012110888,,,,98986,,C
평택기지본부,1공장 공기압축설비,000000000012111245,,,,47688,,C
평택기지본부,1공장 공기압축설비,000000000012111278,,,,45072,,C
평택기지본부,1공장 공기압축설비,000000000012111292,,,,38424,,C
평택기지본부,2부두,000000000012111575,,,,88800,,C
평택기지본부,1공장 1차펌프,000000000012111577,,,,26856,,C
평택기지본부,1공장 2차펌프,000000000012111578,,,,97163,,C
평택기지본부,1공장 2차펌프,000000000012111582,,,,10464,,C
평택기지본부,1공장 2차펌프,000000000012111584,,,,66648,,C
평택기지본부,1공장 2차펌프,000000000012111588,오동작/계기불량/작동불량,직접입력,밀봉/조임 작업,218,,F
평택기지본부,1공장 2차펌프,000000000012111588,오동작/계기불량/작동불량,H/W 오류,부품/자재 교체,16783,2207,F
평택기지본부,1공장 2차펌프,000000000012111588,,,,82104,,C
평택기지본부,1공장 2차펌프,000000000012111600,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,11532,651,F
평택기지본부,1공장 2차펌프,000000000012111600,외부 LEAK,노후/장기사용,분해점검,30663,146,F
평택기지본부,1공장 2차펌프,000000000012111600,,,,44904,,C
평택기지본부,1공장 2차펌프,000000000012111602,,,,2328,,C
평택기지본부,2공장 1차펌프,000000000012111606,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,27278,359,F
평택기지본부,2공장 1차펌프,000000000012111606,,,,56544,,C
평택기지본부,2부두,000000000012111611,균열/파손/소손/절단,노후/장기사용,분해점검,76671,66,F
평택기지본부,2부두,000000000012111611,,,,18912,,C
평택기지본부,2부두,000000000012111612,오동작/계기불량/작동불량,이완/밀봉/고정 불량,보강/개조/추가설치,3519,353,F
평택기지본부,2부두,000000000012111612,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,4783,145,F
평택기지본부,2부두,000000000012111612,이완/풀림/탈락,이완/밀봉/고정 불량,밀봉/조임 작업,12877,116,F
평택기지본부,2부두,000000000012111612,이완/풀림/탈락,이완/밀봉/고정 불량,교정/조정/재설정 작업,11316,169,F
평택기지본부,2부두,000000000012111612,오동작/계기불량/작동불량,이완/밀봉/고정 불량,부품/자재 교체,4765,143,F
평택기지본부,2부두,000000000012111612,외부 LEAK,부품/자재 불량,부품/자재 교체,5413,507,F
평택기지본부,2부두,000000000012111612,균열/파손/소손/절단,,,10912,,F
평택기지본부,2부두,000000000012111612,외부 LEAK,노후/장기사용,밀봉/조임 작업,16738,30,F
평택기지본부,2부두,000000000012111612,,,,15432,,C
평택기지본부,2부두,000000000012111613,전송/통신 불량,이완/밀봉/고정 불량,재설치 ,52359,290,F
평택기지본부,2부두,000000000012111613,,,,44904,,C
평택기지본부,2부두,000000000012111614,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,45585,32,F
평택기지본부,2부두,000000000012111614,,,,42600,,C
평택기지본부,2부두,000000000012111615,,,,28992,,C
평택기지본부,1부두,000000000012111617,외부 LEAK,설정값불량/점검불량,,82528,,F
평택기지본부,1부두,000000000012111617,,,,10200,,C
평택기지본부,저장부문 1탱크,000000000012111624,정지(Trip)/기동불량/전원불량,노후/장기사용,부품/자재 교체,30913,158,F
평택기지본부,저장부문 1탱크,000000000012111624,,,,67608,,C
평택기지본부,저장부문 1탱크,000000000012111631,오동작/계기불량/작동불량,온도변화/열팽창 ,교정/조정/재설정 작업,724,,F
평택기지본부,저장부문 1탱크,000000000012111631,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,6519,170,F
평택기지본부,저장부문 1탱크,000000000012111631,오동작/계기불량/작동불량,설정값불량/점검불량,분해점검,8588,948,F
평택기지본부,저장부문 1탱크,000000000012111631,오동작/계기불량/작동불량,노후/장기사용,청소/윤활/코팅 작업,212,259,F
평택기지본부,저장부문 1탱크,000000000012111631,고착 (Stick),Unbalance,교정/조정/재설정 작업,18973,194,F
평택기지본부,저장부문 1탱크,000000000012111631,,,,62928,,C
평택기지본부,저장부문 1탱크,000000000012111634,,,,30384,,C
평택기지본부,1공장 ORV,000000000012111689,오동작/계기불량/작동불량,이완/밀봉/고정 불량,교정/조정/재설정 작업,15592,260,F
평택기지본부,1공장 ORV,000000000012111689,정지(Trip)/기동불량/전원불량,부품/자재 불량,충진/보충/배출 작업,7039,193,F
평택기지본부,1공장 ORV,000000000012111689,고착 (Stick),이물질 ,청소/윤활/코팅 작업,24103,608,F
평택기지본부,1공장 ORV,000000000012111689,외부 LEAK,부품/자재 불량,직접입력,18086,74,F
평택기지본부,1공장 ORV,000000000012111689,,,,5160,,C
평택기지본부,1공장 공기압축설비,000000000012112690,경보(Alarm)/차압발생,이물질 ,분해점검,637,,F
평택기지본부,1공장 공기압축설비,000000000012112690,오동작/계기불량/작동불량,직접입력,직접입력,2044,,F
평택기지본부,1공장 공기압축설비,000000000012112690,과열/발열/열화/과부하 ,이물질 ,청소/윤활/코팅 작업,12139,758,F
평택기지본부,1공장 공기압축설비,000000000012112690,오동작/계기불량/작동불량,용접결함,용접작업,5635,118,F
평택기지본부,1공장 공기압축설비,000000000012112690,오동작/계기불량/작동불량,직접입력,,26864,,F
평택기지본부,1공장 공기압축설비,000000000012112690,,,,50688,,C
평택기지본부,1공장 공기압축설비,000000000012112691,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,5041,95,F
평택기지본부,1공장 공기압축설비,000000000012112691,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,밀봉/조임 작업,11032,409,F
평택기지본부,1공장 공기압축설비,000000000012112691,정지(Trip)/기동불량/전원불량,부품/자재 불량,부품/자재 교체,9127,50,F
평택기지본부,1공장 공기압축설비,000000000012112691,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,47963,453,F
평택기지본부,1공장 공기압축설비,000000000012112691,과열/발열/열화/과부하 ,노후/장기사용,청소/윤활/코팅 작업,12397,218,F
평택기지본부,1공장 공기압축설비,000000000012112691,오동작/계기불량/작동불량,직접입력,직접입력,5745,26,F
평택기지본부,1공장 공기압축설비,000000000012112691,,,,4848,,C
평택기지본부,1공장 공기압축설비,000000000012112692,이물질/오염,이물질 ,청소/윤활/코팅 작업,35266,383,F
평택기지본부,1공장 공기압축설비,000000000012112692,과열/발열/열화/과부하 ,부품/자재 불량,분해점검,31934,171,F
평택기지본부,1공장 공기압축설비,000000000012112692,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,2607,137,F
평택기지본부,1공장 공기압축설비,000000000012112692,,,,9792,,C
평택기지본부,1공장 공기압축설비,000000000012112693,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,27591,192,F
평택기지본부,1공장 공기압축설비,000000000012112693,정지(Trip)/기동불량/전원불량,,,20540,,F
평택기지본부,1공장 공기압축설비,000000000012112693,정지(Trip)/기동불량/전원불량,노후/장기사용,부품/자재 교체,13855,410,F
평택기지본부,1공장 공기압축설비,000000000012112693,정지(Trip)/기동불량/전원불량,과부하 (Over Load),시운전 ,4165,283,F
평택기지본부,1공장 공기압축설비,000000000012112693,진동/소음,부품/자재 불량,부품/자재 교체,546,1459,F
평택기지본부,1공장 공기압축설비,000000000012112693,오동작/계기불량/작동불량,,,8967,,F
평택기지본부,1공장 공기압축설비,000000000012112693,,,,2928,,C
평택기지본부,1공장 공기압축설비,000000000012112694,오동작/계기불량/작동불량,부품/자재 불량,,7621,,F
평택기지본부,1공장 공기압축설비,000000000012112694,과열/발열/열화/과부하 ,부품/자재 불량,부품/자재 교체,11434,623,F
평택기지본부,1공장 공기압축설비,000000000012112694,,,,7152,,C
평택기지본부,1공장 공기압축설비,000000000012112695,균열/파손/소손/절단,노후/장기사용,부품/자재 교체,3590,121,F
평택기지본부,1공장 공기압축설비,000000000012112695,이물질/오염,이물질 ,청소/윤활/코팅 작업,346,197,F
평택기지본부,1공장 공기압축설비,000000000012112695,정지(Trip)/기동불량/전원불량,부품/자재 불량,부품/자재 교체,43440,449,F
평택기지본부,1공장 공기압축설비,000000000012112695,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,3760,952,F
평택기지본부,1공장 공기압축설비,000000000012112695,,,,42600,,C
평택기지본부,1공장 공기압축설비,000000000012112699,이물질/오염,노후/장기사용,부품/자재 교체,529,,F
평택기지본부,1공장 공기압축설비,000000000012112699,이물질/오염,노후/장기사용,부품/자재 교체,663,,F
평택기지본부,1공장 공기압축설비,000000000012112699,외부 LEAK,온도변화/열팽창 ,부품/자재 교체,3196,385,F
평택기지본부,1공장 공기압축설비,000000000012112699,경보(Alarm)/차압발생,이물질 ,청소/윤활/코팅 작업,6178,50,F
평택기지본부,1공장 공기압축설비,000000000012112699,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,직접입력,4998,218,F
평택기지본부,1공장 공기압축설비,000000000012112699,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,883,89,F
평택기지본부,1공장 공기압축설비,000000000012112699,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,901,147,F
평택기지본부,1공장 공기압축설비,000000000012112699,오동작/계기불량/작동불량,직접입력,부품/자재 교체,21,162,F
평택기지본부,1공장 공기압축설비,000000000012112699,오동작/계기불량/작동불량,직접입력,부품/자재 교체,38,505,F
평택기지본부,1공장 공기압축설비,000000000012112699,정지(Trip)/기동불량/전원불량,부품/자재 불량,부품/자재 교체,13909,866,F
평택기지본부,1공장 공기압축설비,000000000012112699,균열/파손/소손/절단,노후/장기사용,부품/자재 교체,45089,473,F
평택기지본부,1공장 공기압축설비,000000000012112699,,,,20208,,C
평택기지본부,1공장 공기압축설비,000000000012112700,이물질/오염,,,59,,F
평택기지본부,1공장 공기압축설비,000000000012112700,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,14770,414,F
평택기지본부,1공장 공기압축설비,000000000012112700,오동작/계기불량/작동불량,,,77660,,F
평택기지본부,1공장 공기압축설비,000000000012112700,,,,2280,,C
평택기지본부,1공장 공기압축설비,000000000012112701,오동작/계기불량/작동불량,이완/밀봉/고정 불량,직접입력,10530,223,F
평택기지본부,1공장 공기압축설비,000000000012112701,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,부품/자재 교체,7734,194,F
평택기지본부,1공장 공기압축설비,000000000012112701,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,11300,140,F
평택기지본부,1공장 공기압축설비,000000000012112701,내부 LEAK,노후/장기사용,이전설치,6776,197,F
평택기지본부,1공장 공기압축설비,000000000012112701,전송/통신 불량,이물질 ,교정/조정/재설정 작업,44565,85,F
평택기지본부,1공장 공기압축설비,000000000012112701,오동작/계기불량/작동불량,부식 ,분해점검,3633,149,F
평택기지본부,1공장 공기압축설비,000000000012112701,,,,12648,,C
평택기지본부,1공장 공기압축설비,000000000012112702,경보(Alarm)/차압발생,온도변화/열팽창 ,교정/조정/재설정 작업,22556,92,F
평택기지본부,1공장 공기압축설비,000000000012112702,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,10281,72,F
평택기지본부,1공장 공기압축설비,000000000012112702,정지(Trip)/기동불량/전원불량,직접입력,직접입력,10646,187,F
