플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그
경기지역본부,동탄GS,000000000013002335,,,,68406,,C
경기지역본부,동탄GS,000000000013002339,,,,2952,,C
경기지역본부,동탄GS,000000000013002340,,,,68280,,C
경기지역본부,동탄GS,000000000013002341,,,,85800,,C
서울지역본부,방배GS,000000000013002359,,,,5952,,C
서울지역본부,대치GS,000000000013002361,,,,41256,,C
서울지역본부,대치GS,000000000013002363,,,,50208,,C
서울지역본부,대치GS,000000000013002364,,,,50208,,C
서울지역본부,대치GS,000000000013002365,,,,50208,,C
서울지역본부,대치GS,000000000013002366,,,,96096,,C
서울지역본부,대치GS,000000000013002367,,,,67008,,C
서울지역본부,대치GS,000000000013002369,,,,65544,,C
서울지역본부,대치GS,000000000013002371,정지(Trip)/기동불량/전원불량,이완/밀봉/고정 불량,밀봉/조임 작업,24953,22,F
서울지역본부,대치GS,000000000013002371,외부 LEAK,부품/자재 불량,부품/자재 교체,3812,41,F
서울지역본부,대치GS,000000000013002371,,,,36408,,C
서울지역본부,군자GS,000000000013002374,,,,61920,,C
서울지역본부,군자GS,000000000013002376,직접입력,직접입력,교정/조정/재설정 작업,24859,40,F
서울지역본부,군자GS,000000000013002376,,,,36888,,C
서울지역본부,군자GS,000000000013002378,,,,80424,,C
서울지역본부,상계GS,000000000013002381,,,,73992,,C
서울지역본부,상계GS,000000000013002382,,,,73992,,C
서울지역본부,합정GS,000000000013002390,이물질/오염,이물질 ,분해점검,1290,550,F
서울지역본부,합정GS,000000000013002391,외부 LEAK,노후/장기사용,밀봉/조임 작업,30853,,F
서울지역본부,합정GS,000000000013002393,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,379,355,F
서울지역본부,중동GS,000000000013002395,,,,92808,,C
서울지역본부,중동GS,000000000013002399,,,,66912,,C
서울지역본부,중동GS,000000000013002401,,,,66912,,C
서울지역본부,중동GS,000000000013002402,,,,89520,,C
서울지역본부,중동GS,000000000013002403,,,,74352,,C
서울지역본부,방화GS,000000000013002404,,,,98840,,C
서울지역본부,방화GS,000000000013002405,외부 LEAK,직접입력,교정/조정/재설정 작업,5125,265,F
서울지역본부,방화GS,000000000013002405,진동/소음,부품/자재 불량,부품/자재 교체,70358,169,F
서울지역본부,방화GS,000000000013002405,,,,3960,,C
서울지역본부,방화GS,000000000013002406,,,,13584,,C
서울지역본부,일산GS,000000000013002410,,,,86808,,C
서울지역본부,일산GS,000000000013002413,,,,74352,,C
서울지역본부,일산GS,000000000013002415,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,67033,29,F
서울지역본부,일산GS,000000000013002415,,,,29376,,C
서울지역본부,일산GS,000000000013002417,,,,74352,,C
서울지역본부,일산GS,000000000013002419,,,,10992,,C
서울지역본부,일산GS,000000000013002424,,,,36240,,C
서울지역본부,파주GS,000000000013002425,,,,89976,,C
서울지역본부,파주GS,000000000013002429,,,,92496,,C
서울지역본부,의정부GS,000000000013002431,,,,61920,,C
서울지역본부,의정부GS,000000000013002432,,,,61920,,C
서울지역본부,남양주GS,000000000013002439,,,,57504,,C
서울지역본부,남양주GS,000000000013002442,,,,36936,,C
서울지역본부,남양주GS,000000000013002443,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,33109,195,F
서울지역본부,남양주GS,000000000013002443,,,,10320,,C
대전충청지역본부,천안GS,000000000013002448,,,,70608,,C
대전충청지역본부,천안GS,000000000013002449,,,,75696,,C
대전충청지역본부,천안GS,000000000013002450,,,,84648,,C
대전충청지역본부,천안GS,000000000013002451,,,,84648,,C
대전충청지역본부,조치원GS,000000000013002452,,,,81264,,C
대전충청지역본부,조치원GS,000000000013002456,균열/파손/소손/절단,부품/자재 불량,부품/자재 교체,32854,24,F
대전충청지역본부,조치원GS,000000000013002456,외부 LEAK,부품/자재 불량,,40143,0,F
대전충청지역본부,조치원GS,000000000013002456,,,,25128,,C
대전충청지역본부,조치원GS,000000000013002457,,,,79584,,C
대전충청지역본부,조치원GS,000000000013002458,이완/풀림/탈락,부품/자재 불량,부품/자재 교체,26030,18,F
대전충청지역본부,조치원GS,000000000013002458,,,,42264,,C
대전충청지역본부,조치원GS,000000000013002459,,,,55032,,C
대전충청지역본부,중촌GS,000000000013002460,이완/풀림/탈락,이완/밀봉/고정 불량,부품/자재 교체,526,3,F
대전충청지역본부,중촌GS,000000000013002460,결빙(Icing),직접입력,분해점검,10136,7,F
대전충청지역본부,중촌GS,000000000013002460,,,,74208,,C
대전충청지역본부,중촌GS,000000000013002461,,,,84888,,C
대전충청지역본부,중촌GS,000000000013002462,,,,39960,,C
대전충청지역본부,청주GS,000000000013002464,전송/통신 불량,S/W 오류,교정/조정/재설정 작업,33428,90,F
대전충청지역본부,청주GS,000000000013002464,,,,43824,,C
대전충청지역본부,청주GS,000000000013002465,,,,77424,,C
대전충청지역본부,청주GS,000000000013002466,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,32024,78,F
대전충청지역본부,청주GS,000000000013002466,,,,45240,,C
대전충청지역본부,청주GS,000000000013002467,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,9449,167,F
대전충청지역본부,청주GS,000000000013002467,전송/통신 불량,설정값불량/점검불량,교정/조정/재설정 작업,7792,96,F
대전충청지역본부,청주GS,000000000013002467,,,,59880,,C
대전충청지역본부,방동GS,000000000013002468,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,11026,5,F
대전충청지역본부,방동GS,000000000013002468,,,,76320,,C
대전충청지역본부,방동GS,000000000013002469,,,,88272,,C
대전충청지역본부,방동GS,000000000013002470,전송/통신 불량,설정값불량/점검불량,교정/조정/재설정 작업,28408,,F
대전충청지역본부,방동GS,000000000013002470,,,,59592,,C
대전충청지역본부,방동GS,000000000013002472,,,,51720,,C
대전충청지역본부,계룡GS,000000000013002474,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,71122,70,F
대전충청지역본부,계룡GS,000000000013002474,,,,2160,,C
대전충청지역본부,계룡GS,000000000013002475,,,,21864,,C
대전충청지역본부,계룡MS,000000000013002480,,,,97332,,C
대전충청지역본부,계룡MS,000000000013002481,,,,73824,,C
대전충청지역본부,,000000000013002482,설치불량/미설치 ,이완/밀봉/고정 불량,이전설치,18112,577,F
전북지역본부,논산GS,000000000013002482,외부 LEAK,노후/장기사용,밀봉/조임 작업,15202,23,F
전북지역본부,논산GS,000000000013002482,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,31351,168,F
전북지역본부,논산GS,000000000013002482,,,,31200,,C
전북지역본부,논산GS,000000000013002483,,,,92208,,C
전북지역본부,논산GS,000000000013002485,,,,92520,,C
대전충청지역본부,,000000000013002486,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,512,30,F
대전충청지역본부,,000000000013002486,외부 LEAK,직접입력,밀봉/조임 작업,11286,98,F
전북지역본부,논산GS,000000000013002486,,,,69240,,C
광주전남지역본부,하남GS,000000000013002487,,,,36048,,C
광주전남지역본부,평동GS,000000000013002493,오동작/계기불량/작동불량,이완/밀봉/고정 불량,부품/자재 교체,2774,267,F
광주전남지역본부,평동GS,000000000013002493,,,,21912,,C
광주전남지역본부,평동GS,000000000013002494,,,,93048,,C
광주전남지역본부,나주GS,000000000013002498,,,,83208,,C
광주전남지역본부,나주GS,000000000013002502,,,,92664,,C
