플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_24,Column_25,Column_26-T,Column_27,Column_28
인천기지본부,저장부문 20탱크,000000000014018092,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018093,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018094,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018095,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018096,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018097,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018098,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018099,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018100,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018101,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018102,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018103,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018104,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018105,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018106,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018107,내부 LEAK,부품/자재 불량,분해점검,45082,334,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018107,,,,40608,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018108,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018109,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018110,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018111,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018112,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018113,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018114,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018115,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018116,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018117,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018118,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018119,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018120,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018121,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018122,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018123,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018124,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018125,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018126,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018127,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018128,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018129,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018130,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018131,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018132,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018133,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018134,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018135,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018136,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018137,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018138,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018139,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018140,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018141,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018142,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018143,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018144,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018145,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018146,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018147,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018148,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018149,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018150,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018151,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018152,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018153,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018154,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018155,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018156,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018157,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018158,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018159,이완/풀림/탈락,부품/자재 불량,보강/개조/추가설치,8829,162,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018159,,,,76944,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018160,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018161,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018576,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018577,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018578,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018580,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018581,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018582,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018583,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018584,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018585,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018586,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018587,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018588,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018589,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018590,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018591,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018592,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018593,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018594,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018595,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018596,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018597,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018598,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 Drain 설비,000000000014018599,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 Drain 설비,000000000014018600,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 Drain 설비,000000000014018601,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018602,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018603,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018604,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018605,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018606,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018607,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014018608,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018609,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018610,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018611,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018612,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018614,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018615,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018616,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018617,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018618,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018619,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 Drain 설비,000000000014018620,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018621,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018622,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018623,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018624,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018625,,,,45923,*,F,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018625,,,,39840,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018626,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014018627,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018628,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018629,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018630,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018631,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018632,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018633,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018634,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018635,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018636,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018637,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018638,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018639,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018640,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018641,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018642,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018643,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018644,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018645,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018646,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018647,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018648,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 Drain 설비,000000000014018649,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 Drain 설비,000000000014018650,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 BOG 압축기,000000000014018651,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018652,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 Drain 설비,000000000014018653,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018654,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018655,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018656,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018657,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018658,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018659,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018660,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018661,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018662,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000014018663,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018664,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018665,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018666,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018667,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018668,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018669,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018670,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018671,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018672,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018673,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,저장부문 20탱크,000000000014018674,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000014018675,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 Drain 설비,000000000014018676,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018677,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018678,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000014018679,,,,86088,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023452,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023453,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023454,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023455,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023456,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023457,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023458,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023459,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023460,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023461,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023462,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023463,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023464,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023465,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023466,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023467,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023468,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023469,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023470,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023471,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023472,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023473,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023474,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023475,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000014023476,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023581,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023582,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023583,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023584,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023585,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023586,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023587,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023588,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023589,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023590,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023591,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023592,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023593,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023594,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023595,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023596,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023597,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023598,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023599,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023600,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023601,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023642,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014023643,,,,92640,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000014025093,,,,76224,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000014025094,,,,76224,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000014025095,,,,76224,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000014025096,,,,76224,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000014025097,,,,76224,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000014025098,,,,47856,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000014025631,,,,76224,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000014025632,,,,76224,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000014025633,,,,76224,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000014025634,,,,76224,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014027146,외부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,12933,160,F,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014027146,,,,63504,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014027147,,,,76584,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014027148,,,,76584,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014027149,,,,76584,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014027150,,,,76584,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014027151,,,,76584,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014027152,,,,76584,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014027153,,,,76584,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000014027154,,,,76584,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027294,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027295,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027296,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027297,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027298,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027299,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027300,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027301,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027302,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027303,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027304,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027305,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027306,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027307,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027308,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027309,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027310,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027311,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
평택기지본부,저장부문 18탱크,000000000014027312,,,,78792,*,C,,,,,,,,,,,,,,,,,,,
