플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그
평택기지본부,공통 HP 압축기,000000000014029759,,,,42192,,C
평택기지본부,공통 HP 압축기,000000000014034832,,,,75816,,C
평택기지본부,공통 HP 압축기,000000000014060290,,,,32304,,C
