플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_25
평택기지본부,1공장 2차펌프,000000000032100140,경보(Alarm)/차압발생,설정값불량/점검불량,교정/조정/재설정 작업,3945,439,F,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100140,,,,87408,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100142,,,,72624,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100157,,,,37272,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100158,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,25604,764,F,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100158,,,,46848,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100162,,,,89904,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100189,,,,94704,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100213,,,,67512,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100225,,,,59424,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100231,,,,87504,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100232,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,7526,602,F,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100232,,,,70608,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100240,,,,71328,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100241,,,,61968,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100243,,,,93528,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100292,,,,24168,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100314,,,,80880,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100324,,,,75696,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032100335,,,,28032,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100483,,,,2952,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100487,고착 (Stick),,,45716,*,F,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100487,,,,9360,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 감압설비,000000000032100502,,,,86808,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 감압설비,000000000032100508,,,,68040,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100518,,,,72792,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100527,,,,69120,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100529,,,,98832,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100532,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,8082,1702,F,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100532,,,,8616,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100535,,,,41376,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100536,,,,62808,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032100537,,,,99073,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 감압설비,000000000032100553,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,11449,183,F,,,,,,,,,,,,,,,
평택기지본부,공통 감압설비,000000000032100553,,,,86088,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 공기압축설비,000000000032100635,,,,26448,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 공기압축설비,000000000032100659,,,,58320,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 공기압축설비,000000000032100660,,,,11568,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032100783,,,,20304,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032100876,,,,63552,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032100883,,,,79704,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032100940,,,,12240,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032100986,,,,27336,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032100990,,,,73680,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032100991,,,,24672,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000032100994,,,,69456,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 5탱크,000000000032101165,,,,15240,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 5탱크,000000000032101167,,,,22608,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 6탱크,000000000032101174,,,,38112,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 6탱크,000000000032101175,,,,80472,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 6탱크,000000000032101177,,,,69888,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 6탱크,000000000032101181,,,,28200,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 7탱크,000000000032101184,,,,96216,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 10탱크,000000000032101210,,,,79896,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 3탱크,000000000032101425,,,,83664,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 10탱크,000000000032101450,,,,52200,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032101517,,,,53424,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032101579,,,,86568,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032101581,,,,53448,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032101822,,,,35184,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032102013,,,,62616,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032102015,,,,72984,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000032102041,,,,22488,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032102384,,,,83016,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032102385,,,,98910,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032102386,,,,99136,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032102387,,,,93000,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000032102425,,,,97626,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000032102534,,,,63864,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000032102556,,,,2832,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000032102772,이완/풀림/탈락,이완/밀봉/고정 불량,분해점검,2430,272,F,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000032102772,,,,21408,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032102795,고착 (Stick),부품/자재 불량,부품/자재 교체,45185,1022,F,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032102795,,,,19224,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032102843,오동작/계기불량/작동불량,이완/밀봉/고정 불량,분해점검,14239,195,F,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000032102843,,,,49992,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 HP 압축기,000000000032103120,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,41079,1433,F,,,,,,,,,,,,,,,
평택기지본부,공통 HP 압축기,000000000032103120,,,,48360,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103178,,,,47856,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103180,,,,81840,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103190,,,,95040,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000032103191,,,,83496,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 공기압축설비,000000000032103374,,,,62136,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 SMV,000000000032103471,,,,20472,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 건물내 FG 설비,000000000032103526,,,,95040,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000032103600,,,,77952,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 1탱크,000000000032104181,,,,71448,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 1탱크,000000000032104213,오동작/계기불량/작동불량,부품/자재 불량,직접입력,4263,210,F,,,,,,,,,,,,,,,
평택기지본부,저장부문 1탱크,000000000032104213,,,,84864,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 1탱크,000000000032104269,,,,39216,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 1탱크,000000000032104275,,,,34824,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 2탱크,000000000032104411,,,,99145,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 2탱크,000000000032104443,오동작/계기불량/작동불량,직접입력,재설치 ,6637,1876,F,,,,,,,,,,,,,,,
평택기지본부,저장부문 2탱크,000000000032104443,오동작/계기불량/작동불량,단선/단락/오결선 ,부품/자재 교체,8395,333,F,,,,,,,,,,,,,,,
평택기지본부,저장부문 2탱크,000000000032104443,,,,75552,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 2탱크,000000000032104460,,,,78816,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 3탱크,000000000032104610,,,,94680,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 4탱크,000000000032104692,,,,81216,*,C,,,,,,,,,,,,,,,
평택기지본부,저장부문 4탱크,000000000032104771,,,,82920,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000032104817,,,,73368,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000032105475,,,,15720,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000032105490,,,,34920,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032201806,,,,65664,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032201808,,,,16320,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 1탱크,000000000032206947,,,,9360,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 2탱크,000000000032207123,,,,62928,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 2탱크,000000000032207131,,,,64248,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 2탱크,000000000032207132,,,,64248,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207188,,,,74712,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207240,,,,96734,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207250,,,,62928,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207252,오동작/계기불량/작동불량,부품/자재 불량,교정/조정/재설정 작업,7099,21,F,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207252,,,,91992,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 3탱크,000000000032207255,,,,51384,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 5탱크,000000000032207427,,,,97918,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 5탱크,000000000032207449,,,,98584,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 5탱크,000000000032207497,오동작/계기불량/작동불량,노후/장기사용,교정/조정/재설정 작업,926,576,F,,,,,,,,,,,,,,,
인천기지본부,저장부문 5탱크,000000000032207497,전송/통신 불량,부품/자재 불량,직접입력,30567,112,F,,,,,,,,,,,,,,,
인천기지본부,저장부문 5탱크,000000000032207497,,,,64176,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 7탱크,000000000032207669,,,,76152,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 7탱크,000000000032207732,,,,14208,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 8탱크,000000000032207843,,,,11568,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 8탱크,000000000032207865,,,,11568,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 9탱크,000000000032207889,,,,91752,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 9탱크,000000000032207905,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,25957,*,F,,,,,,,,,,,,,,,
인천기지본부,저장부문 9탱크,000000000032207905,,,,42384,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 9탱크,000000000032207939,,,,95448,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 10탱크,000000000032208003,,,,82752,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 10탱크,000000000032208023,,,,35496,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208122,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,12753,727,F,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208122,,,,81096,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208142,,,,67920,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208175,이완/풀림/탈락,직접입력,직접입력,20295,144,F,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208175,,,,71688,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208193,,,,97733,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208194,,,,75600,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032208196,,,,91704,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 12탱크,000000000032208235,,,,57576,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032208398,,,,44280,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032208429,,,,66840,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032208575,경보(Alarm)/차압발생,직접입력,분해점검,6607,8,F,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032208575,,,,86328,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000032208973,,,,84168,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 소각설비,000000000032208996,,,,84696,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 해수취수설비,000000000032209076,,,,56880,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 해수취수설비,000000000032209210,,,,28632,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 해수취수설비,000000000032209229,,,,37056,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209377,,,,16296,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209387,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,26249,118,F,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209387,,,,64344,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209394,,,,87096,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209397,,,,91512,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209403,,,,60600,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209446,,,,50688,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209455,,,,12984,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209459,,,,50688,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209467,,,,86736,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209491,,,,47424,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209497,정지(Trip)/기동불량/전원불량,부품/자재 불량,부품/자재 교체,127,126,F,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209497,경보(Alarm)/차압발생,Logic 오류,교정/조정/재설정 작업,2629,335,F,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209497,,,,47928,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209501,,,,87192,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209515,,,,15408,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209519,,,,18456,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209529,,,,50688,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 HP 압축기,000000000032209572,,,,88584,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 연료유설비,000000000032209593,,,,50976,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 연료유설비,000000000032209594,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,34958,216,F,,,,,,,,,,,,,,,
인천기지본부,공통 연료유설비,000000000032209594,오동작/계기불량/작동불량,,밀봉/조임 작업,5343,50,F,,,,,,,,,,,,,,,
인천기지본부,공통 연료유설비,000000000032209594,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,3880,283,F,,,,,,,,,,,,,,,
인천기지본부,공통 연료유설비,000000000032209594,,,,41232,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 연료유설비,000000000032209627,,,,78336,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000032209810,,,,67776,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000032209813,,,,69600,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000032209818,,,,93792,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032209936,,,,24168,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032209944,,,,58440,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032209948,,,,91296,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032209955,오동작/계기불량/작동불량,직접입력,직접입력,5063,277,F,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032209955,,,,56952,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032209959,,,,75216,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032209973,오동작/계기불량/작동불량,직접입력,부품/자재 교체,3423,2353,F,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032209973,,,,15192,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032209974,,,,45336,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032209995,,,,20976,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210047,,,,99432,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210079,,,,56448,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210081,,,,72336,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210082,,,,49128,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210087,,,,21120,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210098,,,,73176,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210101,,,,90552,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210154,,,,18840,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210157,,,,72744,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210241,,,,19056,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210296,,,,73584,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210313,,,,74040,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210314,,,,21888,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210366,,,,73176,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210369,,,,73992,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210370,오동작/계기불량/작동불량,설정값불량/점검불량,교정/조정/재설정 작업,617,238,F,,,,,,,,,,,,,,,
인천기지본부,1공장 SMV,000000000032210370,,,,72456,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000032210409,,,,88488,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210595,,,,29976,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210596,오동작/계기불량/작동불량,부품/자재 불량,직접입력,284,278,F,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210596,,,,26856,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210600,,,,17232,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210621,,,,10128,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210633,,,,3624,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210661,,,,80520,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210663,,,,56856,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210666,오동작/계기불량/작동불량,부품/자재 불량,직접입력,249,246,F,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210666,,,,46848,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210667,,,,22104,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210700,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,860,689,F,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210700,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,27801,1177,F,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210700,,,,64416,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210723,,,,96851,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210732,,,,33216,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210733,,,,16512,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210801,,,,12696,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210831,,,,76872,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210832,,,,96457,*,C,,,,,,,,,,,,,,,
