플랜트,위치,설비,고장 모드,고장 원인,고장 조치사항,작동시간,보수시간,상태플래그,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22-T,Column_23,Column_25
인천기지본부,1공장 2차펌프,000000000032210835,,,,18600,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210837,,,,2280,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210838,,,,92016,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210894,,,,93360,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210970,오동작/계기불량/작동불량,설계/설치불량/연약지반 ,재설치 ,3840,228,F,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210970,,,,8520,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032210973,,,,8016,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032211041,,,,30312,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032211071,,,,75480,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000032211081,,,,31320,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000032211084,직접입력,단선/단락/오결선 ,직접입력,3861,277,F,,,,,,,,,,,,,,,
인천기지본부,공통 계량설비,000000000032211084,,,,83496,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 해수취수설비,000000000032211096,,,,95136,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 해수취수설비,000000000032211159,,,,99362,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211292,,,,91176,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211293,,,,5688,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211678,,,,90000,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211723,,,,5688,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211726,,,,51384,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000032211784,,,,99448,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 13탱크,000000000032212016,,,,84168,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 13탱크,000000000032212027,,,,7536,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 14탱크,000000000032212079,,,,87192,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 14탱크,000000000032212083,,,,12312,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 14탱크,000000000032212087,,,,70992,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 14탱크,000000000032212118,,,,58200,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 15탱크,000000000032212199,,,,4224,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 15탱크,000000000032212208,,,,5688,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 15탱크,000000000032212209,,,,7536,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 15탱크,000000000032212210,,,,4128,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 15탱크,000000000032212211,,,,18840,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 16탱크,000000000032212228,,,,46104,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212298,,,,83136,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212306,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,23048,128,F,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212306,오동작/계기불량/작동불량,직접입력,직접입력,60442,2470,F,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212306,,,,7704,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212308,,,,58200,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212313,,,,67200,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212346,오동작/계기불량/작동불량,노후/장기사용,직접입력,82796,2532,F,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212346,전송/통신 불량,직접입력,직접입력,1675,213,F,,,,,,,,,,,,,,,
인천기지본부,저장부문 17탱크,000000000032212346,,,,5472,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212362,,,,45624,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212364,,,,89016,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212379,,,,66600,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212394,,,,91560,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 11탱크,000000000032212488,,,,86424,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 12탱크,000000000032212496,,,,24336,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 13탱크,000000000032212531,,,,75024,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 13탱크,000000000032212548,,,,76536,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 15탱크,000000000032212632,,,,4512,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 16탱크,000000000032212683,,,,5256,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 16탱크,000000000032212692,,,,8664,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212809,,,,96024,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212810,,,,44640,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 18탱크,000000000032212828,,,,36096,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032213465,,,,65184,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 건물내 FG 설비,000000000032213478,,,,90600,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213481,,,,4320,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213486,,,,45456,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213490,오동작/계기불량/작동불량,S/W 오류,교정/조정/재설정 작업,12882,229,F,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213490,,,,74616,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213517,,,,13704,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213542,,,,5688,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213601,,,,42576,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213627,,,,97786,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213652,,,,21888,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213655,,,,92184,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213703,,,,89904,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213706,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,10426,1,F,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213706,,,,12312,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213734,,,,70560,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213762,,,,32880,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213835,,,,67344,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213844,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,2287,3393,F,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213844,,,,14664,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 2차펌프,000000000032213847,,,,14928,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 2차펌프,000000000032213870,,,,87696,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 계량설비,000000000032300007,,,,68448,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 계량설비,000000000032300009,,,,79152,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300067,,,,97929,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300097,경보(Alarm)/차압발생,직접입력,교정/조정/재설정 작업,29281,337,F,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300097,,,,68328,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300117,,,,70104,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300140,,,,97929,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300146,,,,97929,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300268,,,,98505,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032300275,,,,11496,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 부취설비,000000000032300519,,,,81024,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300825,,,,89928,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300846,,,,89760,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300851,,,,86400,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300853,,,,92496,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300856,,,,66768,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300857,,,,76224,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 공기압축설비,000000000032300858,,,,79464,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 HP 압축기,000000000032301825,,,,7344,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 HP 압축기,000000000032301967,,,,98528,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 HP 압축기,000000000032301969,,,,98528,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 HP 압축기,000000000032301996,,,,67032,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 냉난방설비,000000000032302383,,,,77400,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 1탱크,000000000032302437,,,,77976,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 1탱크,000000000032302476,,,,66024,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 1탱크,000000000032302480,,,,62880,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 2탱크,000000000032302547,,,,94848,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 3탱크,000000000032302690,,,,78384,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 3탱크,000000000032302729,결빙(Icing),설정값불량/점검불량,직접입력,6966,914,F,,,,,,,,,,,,,,,
통영기지본부,저장부문 3탱크,000000000032302729,,,,91104,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 4탱크,000000000032302773,,,,84456,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 4탱크,000000000032302809,,,,93888,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 6탱크,000000000032303044,결빙(Icing),설정값불량/점검불량,직접입력,7037,913,F,,,,,,,,,,,,,,,
통영기지본부,저장부문 6탱크,000000000032303044,,,,91104,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 7탱크,000000000032303175,,,,81000,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 7탱크,000000000032303176,,,,74520,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 8탱크,000000000032303244,,,,78384,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 8탱크,000000000032303247,오동작/계기불량/작동불량,노후/장기사용,직접입력,713,1224,F,,,,,,,,,,,,,,,
통영기지본부,저장부문 8탱크,000000000032303247,,,,78480,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 9탱크,000000000032303315,,,,95688,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 9탱크,000000000032303411,,,,82896,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 10탱크,000000000032303435,,,,98244,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 10탱크,000000000032303499,,,,17952,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 6탱크,000000000032304037,,,,9528,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 6탱크,000000000032304052,,,,9552,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 6탱크,000000000032304054,,,,6672,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 3탱크,000000000032304085,,,,9048,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 냉난방설비,000000000032304308,,,,97348,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032304384,오동작/계기불량/작동불량,이완/밀봉/고정 불량,밀봉/조임 작업,21751,289,F,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032304384,,,,70488,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032304407,오동작/계기불량/작동불량,이완/밀봉/고정 불량,직접입력,17359,626,F,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032304407,오동작/계기불량/작동불량,노후/장기사용,분해점검,42394,267,F,,,,,,,,,,,,,,,
통영기지본부,1공장 2차펌프,000000000032304407,,,,32064,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000034002629,,,,52752,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000034002638,,,,47688,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000034002726,,,,94776,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000034002727,,,,79656,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000034002734,,,,92808,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034002741,,,,26760,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000034002744,,,,55944,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000034002752,,,,72624,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000034002784,,,,85416,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000034002794,,,,80544,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 2차펌프,000000000034002797,,,,80376,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 공기압축설비,000000000034002859,,,,14064,*,C,,,,,,,,,,,,,,,
통영기지본부,저장부문 1탱크,000000000034003001,,,,35520,*,C,,,,,,,,,,,,,,,
통영기지본부,스팀보일러,000000000034003028,외부 LEAK,직접입력,직접입력,7791,2515,F,,,,,,,,,,,,,,,
통영기지본부,스팀보일러,000000000034003028,,,,81216,*,C,,,,,,,,,,,,,,,
통영기지본부,스팀보일러,000000000034003029,,,,89520,*,C,,,,,,,,,,,,,,,
통영기지본부,스팀보일러,000000000034003037,,,,90288,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 Drain 설비,000000000034003105,,,,31872,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 Drain 설비,000000000034003106,,,,89184,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 Drain 설비,000000000034003113,,,,59040,*,C,,,,,,,,,,,,,,,
통영기지본부,공통 부취설비,000000000034003194,,,,80688,*,C,,,,,,,,,,,,,,,
통영기지본부,스팀보일러,000000000034003228,,,,82032,*,C,,,,,,,,,,,,,,,
통영기지본부,1공장 Drain 설비,000000000034003231,,,,30144,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 1탱크,000000000034003511,직접입력,직접입력,직접입력,42830,*,F,,,,,,,,,,,,,,,
인천기지본부,저장부문 1탱크,000000000034003511,,,,8856,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 2탱크,000000000034003512,,,,71472,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 6탱크,000000000034003516,,,,85224,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 7탱크,000000000034003517,,,,14112,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 9탱크,000000000034003519,,,,91560,*,C,,,,,,,,,,,,,,,
인천기지본부,저장부문 10탱크,000000000034003520,,,,66096,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034003911,내부 LEAK,직접입력,직접입력,12323,406,F,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034003911,내부 LEAK,이완/밀봉/고정 불량,밀봉/조임 작업,4047,594,F,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034003911,,,,75912,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034003912,,,,92592,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034003913,,,,92592,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034003914,,,,92592,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034003915,,,,92592,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034003916,,,,92592,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034003917,,,,92592,*,C,,,,,,,,,,,,,,,
평택기지본부,2공장 2차펌프,000000000034003918,,,,92592,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000034004258,진동/소음,부품/자재 불량,부품/자재 교체,25556,357,F,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000034004258,,,,12984,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 부취설비,000000000034004276,,,,57360,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000034004331,,,,48312,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000034004335,,,,43944,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 소각설비,000000000034004341,,,,86184,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 소화방재설비,000000000034004424,,,,80352,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 연료가스설비,000000000034004438,,,,2256,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 연료가스설비,000000000034004439,,,,82800,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 연료가스설비,000000000034004441,경보(Alarm)/차압발생,이완/밀봉/고정 불량,밀봉/조임 작업,3282,237,F,,,,,,,,,,,,,,,
평택기지본부,공통 연료가스설비,000000000034004441,,,,80088,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 연료유설비,000000000034004465,,,,15168,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000034004545,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,17432,74,F,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000034004545,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,34531,621,F,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000034004545,,,,10824,*,C,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000034004547,오동작/계기불량/작동불량,직접입력,교정/조정/재설정 작업,26652,99,F,,,,,,,,,,,,,,,
평택기지본부,1공장 SMV,000000000034004547,,,,37776,*,C,,,,,,,,,,,,,,,
평택기지본부,열량조절설비,000000000034004735,,,,64776,*,C,,,,,,,,,,,,,,,
평택기지본부,열량조절설비,000000000034004759,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,909,92,F,,,,,,,,,,,,,,,
평택기지본부,열량조절설비,000000000034004759,,,,81792,*,C,,,,,,,,,,,,,,,
평택기지본부,열량조절설비,000000000034004760,오동작/계기불량/작동불량,부품/자재 불량,부품/자재 교체,16790,1057,F,,,,,,,,,,,,,,,
평택기지본부,열량조절설비,000000000034004760,,,,62784,*,C,,,,,,,,,,,,,,,
평택기지본부,공통 계량설비,000000000034004764,,,,17352,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 공기압축설비,000000000034006199,,,,8208,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 해수가열기,000000000034006237,,,,26856,*,C,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034006268,전송/통신 불량,노후/장기사용,밀봉/조임 작업,74728,596,F,,,,,,,,,,,,,,,
인천기지본부,1공장 Drain 설비,000000000034006268,,,,11904,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 부취설비,000000000034006433,,,,73224,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 소각설비,000000000034006487,,,,13584,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034006491,,,,59376,*,C,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034006496,오동작/계기불량/작동불량,직접입력,직접입력,2341,695,F,,,,,,,,,,,,,,,
인천기지본부,공통 연료가스설비,000000000034006496,,,,11904,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034006572,오동작/계기불량/작동불량,노후/장기사용,부품/자재 교체,67016,247,F,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034006572,,,,16272,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034006578,,,,82032,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034006591,,,,90288,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034006596,,,,38856,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034006600,,,,22488,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009112,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009113,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009114,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009115,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009116,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009117,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009118,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009119,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009120,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009121,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009125,오동작/계기불량/작동불량,부품/자재 불량,,72662,*,F,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009125,,,,13080,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009126,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009127,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009128,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009155,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009156,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009157,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009158,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009159,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009160,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009161,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009162,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009163,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009164,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009168,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009169,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009170,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009171,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009198,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009199,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009200,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009201,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009202,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009203,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009204,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009205,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009206,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009207,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009208,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009209,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009213,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009214,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009215,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009216,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009244,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009245,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009246,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009247,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009248,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009249,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009250,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009251,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009252,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009253,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009254,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009255,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009256,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009257,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009261,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009262,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009263,,,,86064,*,C,,,,,,,,,,,,,,,
인천기지본부,2공장 SMV,000000000034009264,,,,86064,*,C,,,,,,,,,,,,,,,
